clustering_features,n_clustering_features,n_clusters,n_factors,rotation,silhouette_score,smallest_cluster,largest_cluster,clusters_below_efa_rule,max_cluster_supported_factors,global_mean_primary_abs_loading,global_mean_cross_loading_gap,global_simple_feature_share,global_covariance_reconstruction_rmse,global_n_observations,global_n_parameters,global_exact_total_log_likelihood,global_exact_mean_log_likelihood,global_regularized_total_log_likelihood,global_regularized_mean_log_likelihood,global_regularized_aic,global_regularized_bic,global_likelihood_eigenvalue_floor,global_exact_likelihood_finite,global_minimum_uniqueness,global_uniquenesses_below_floor,clustered_n_parameters,clustered_exact_total_log_likelihood,clustered_regularized_total_log_likelihood,clustered_regularized_aic,clustered_regularized_bic,clustered_unstable_models,clustered_minus_global_regularized_bic,clustered_minus_global_regularized_aic,clustered_minus_global_regularized_total_log_likelihood,clustered_status,clustered_reason,clustered_mean_primary_abs_loading,clustered_minus_global_mean_primary_abs_loading,clustered_mean_cross_loading_gap,clustered_minus_global_mean_cross_loading_gap,clustered_simple_feature_share,clustered_minus_global_simple_feature_share,clustered_covariance_reconstruction_rmse,clustered_minus_global_covariance_reconstruction_rmse,experiment_id,status,error
services_value_added_per_worker_constant_2015_usd,1,2,18,varimax,0.5733618598907102,62,155,2,58,0.7062279037775023,0.50303683094678,0.5517241379310345,0.036682398975214935,217,1007,-4654.663951157629,-21.450064291048978,-4654.663951158028,-21.45006429105082,11323.327902316056,14726.884537331298,1e-06,True,5.014460968011392e-06,0,2014.0,1621.6415323567303,1469.6629327137991,1088.6741345724017,7895.787404602888,2.0,-6831.09713272841,-10234.653767743654,6124.326883871827,ok,,0.7134117055497471,0.007183801772244758,0.4911881021433277,-0.01184872880345228,0.5886699507389163,0.036945812807881784,0.03822882499530043,0.0015464260200854923,18,ok,
services_value_added_per_worker_constant_2015_usd,1,2,19,varimax,0.5733618598907102,62,155,2,58,0.7054831000517993,0.4933914202035451,0.5172413793103449,0.03655520773143003,217,1047,-4481.400245876261,-20.65161403629613,-4481.400245876719,-20.651614036298245,11056.800491753438,14595.5530209103,1e-06,True,3.4363304411977325e-06,0,2094.0,1830.9942607025396,1668.2804377217117,851.4391245565766,7928.9441828703,2.0,-6666.60883804,-10205.361367196861,6149.680683598431,ok,,0.7214973010502553,0.016014200998456074,0.49585442788349515,0.0024630076799500578,0.5640394088669951,0.046798029556650245,0.03509766752080139,-0.0014575402106286398,19,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,31,varimax,0.3740345556347403,44,105,3,44,0.7964614813027985,0.5704111126912584,0.7068965517241379,0.010104612887160856,217,1449,-3526.2725906175283,-16.250104104228242,-3526.2725906174687,-16.250104104227965,9950.545181234938,14848.016446515063,1e-06,True,2.7472784271953543e-06,0,4347.0,-inf,7724.2858813928215,-6754.571762785643,7937.842033054734,3.0,-6910.174413460329,-16705.11694402058,11250.55847201029,ok,,0.8098980815064385,0.013436600203640015,0.56418280718798,-0.006228305503278464,0.6743206737645003,-0.03257587795963757,0.010739997594299515,0.0006353847071386594,658,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,31,varimax,0.48211808553742314,59,158,2,58,0.7964614813027985,0.5704111126912584,0.7068965517241379,0.010104612887160856,217,1449,-3526.2725906175283,-16.250104104228242,-3526.2725906174687,-16.250104104227965,9950.545181234938,14848.016446515063,1e-06,True,2.7472784271953543e-06,0,2898.0,-inf,3822.8958492065326,-1849.7916984130652,7945.150832147187,2.0,-6902.865614367875,-11800.336879648003,7349.168439824001,ok,,0.7903532564154193,-0.006108224887379166,0.5170267899996641,-0.05338432269159432,0.5375019863340219,-0.169394565390116,0.010713093711312117,0.0006084808241512609,601,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,36,varimax,0.5758666578630993,49,168,2,49,0.814904565759381,0.5859752236640128,0.7241379310344828,0.005215740187912366,217,1574,-3369.802738865502,-15.529044879564525,-3369.8027388667333,-15.529044879570199,9887.605477733467,15207.56391220615,1e-06,True,2.307331888440345e-06,0,3148.0,-inf,4494.612274824456,-2693.224549648912,7946.692319296453,2.0,-7260.871592909696,-12580.830027382379,7864.415013691189,ok,,0.8167911441983657,0.001886578438984765,0.5832189493254428,-0.002756274338569953,0.7241379310344828,0.0,0.005250663995567052,3.492380765468539e-05,321,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,31,varimax,0.5098890551912953,44,124,3,44,0.7964614813027985,0.5704111126912584,0.7068965517241379,0.010104612887160856,217,1449,-3526.2725906175283,-16.250104104228242,-3526.2725906174687,-16.250104104227965,9950.545181234938,14848.016446515063,1e-06,True,2.7472784271953543e-06,0,4347.0,-14884061.343925076,7718.014975941823,-6742.0299518836455,7950.383843956732,3.0,-6897.632602558331,-16692.575133118582,11244.287566559291,ok,,0.8056323155598701,0.009170834257071658,0.5609930705602852,-0.009418042130973192,0.6997457492451931,-0.00715080247894484,0.010113114642008625,8.501754847768661e-06,373,ok,
services_value_added_per_worker_constant_2015_usd,1,2,23,varimax,0.5733618598907102,62,155,2,58,0.7513125791539237,0.5299758489682241,0.6379310344827587,0.024421128010930736,217,1197,-4122.015607152628,-18.995463627431466,-4122.015607152613,-18.995463627431395,10638.031214305225,14683.768346493154,1e-06,True,1.2649158399491434e-05,0,2394.0,2636.871996580673,2444.7804622800754,-101.56092456015085,7989.913339815709,2.0,-6693.855006677445,-10739.592138865377,6566.7960694326885,ok,,0.7525222096843706,0.0012096305304468702,0.5212511899174824,-0.008724659050741712,0.5960591133004925,-0.041871921182266125,0.026647434088139108,0.0022263060772083725,23,ok,
services_value_added_per_worker_constant_2015_usd,1,3,27,varimax,0.6805872190790466,46,118,3,46,0.7813551910810131,0.555887126354011,0.6379310344827587,0.016125882418407192,217,1331,-3698.8907576159954,-17.045579528184312,-3698.890757615794,-17.04557952818338,10059.781515231589,14558.42489279394,1e-06,True,2.993335264767083e-06,0,3993.0,6160857.4074245235,6728.206036694424,-5470.4120733888485,8025.518059298207,3.0,-6532.906833495734,-15530.193588620437,10427.096794310219,ok,,0.7904786094942935,0.009123418413280349,0.536834224734111,-0.01905290161990003,0.6219609089464484,-0.015970125536310276,0.015061760470025004,-0.0010641219483821882,84,ok,
services_value_added_per_worker_constant_2015_usd,1,2,16,varimax,0.5733618598907102,62,155,2,58,0.7054385365732309,0.49642580521887697,0.5,0.037168500825867076,217,924,-5137.037168603459,-23.67298234379474,-5137.037168605202,-23.672982343802776,12122.074337210404,15245.099491881789,1e-06,True,1.9547083528914655e-05,0,1848.0,1093.9593699263173,949.7445790167486,1796.5108419665028,8042.561151309272,2.0,-7202.538340572517,-10325.563495243901,6086.781747621951,ok,,0.7026336555667502,-0.002804881006480686,0.4848612611393394,-0.011564544079537553,0.5738916256157636,0.07389162561576357,0.04415782349631221,0.006989322670445136,16,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,38,varimax,0.5758666578630993,49,168,2,49,0.8219380259758767,0.5928484712765412,0.7241379310344828,0.003933092147026487,217,1617,-3333.927530450398,-15.363721338481097,-3333.927530452318,-15.363721338489945,9901.855060904636,15367.149081579559,1e-06,True,2.22078409184423e-06,0,3234.0,14811.683058288945,4664.616005411688,-2861.232010823376,8069.356030526469,2.0,-7297.79305105309,-12763.087071728012,7998.543535864006,ok,,0.8295426069695008,0.007604580993624044,0.5999090969213148,0.00706062564477361,0.7814238042269188,0.057285873192436054,0.0042569436455713585,0.0003238514985448712,323,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,32,varimax,0.48211808553742314,59,158,2,58,0.803422819435005,0.5819675701440162,0.7068965517241379,0.00841807269623644,217,1476,-3483.585574935654,-16.053389746247255,-3483.585574937169,-16.053389746254236,9919.171149874339,14907.899643700057,1e-06,True,2.626606891098504e-06,0,2952.0,-inf,3903.9895878549105,-1903.979175709821,8073.477811941617,2.0,-6834.42183175844,-11823.15032558416,7387.57516279208,ok,,0.7960691106509403,-0.007353708784064716,0.5239818721681059,-0.057985697975910355,0.5892261242650564,-0.11767042745908152,0.009579789907924116,0.0011617172116876757,602,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,32,varimax,0.5098890551912953,44,124,3,44,0.803422819435005,0.5819675701440162,0.7068965517241379,0.00841807269623644,217,1476,-3483.585574935654,-16.053389746247255,-3483.585574937169,-16.053389746254236,9919.171149874339,14907.899643700057,1e-06,True,2.626606891098504e-06,0,4428.0,-13881778.039632173,7869.678336662842,-6883.356673325685,8082.828808151469,3.0,-6825.070835548588,-16802.527823200024,11353.263911600012,ok,,0.8056747643198559,0.0022519448848508095,0.5597865559011971,-0.022181014242819153,0.6980772286667726,-0.008819323057365325,0.008917276157284292,0.0004992034610478511,374,ok,
services_value_added_per_worker_constant_2015_usd,1,2,15,varimax,0.5733618598907102,62,155,2,58,0.6923398243958025,0.4985477391618756,0.4827586206896552,0.04500017355141033,217,881,-5298.090461058378,-24.41516341501557,-5298.090461057451,-24.415163415011293,12358.180922114901,15335.870490584046,1e-06,True,1.0381764961153728e-05,0,1762.0,826.9006758995472,698.1704629603115,2127.659074079377,8083.038211017668,2.0,-7252.832279566378,-10230.521848035525,5996.260924017763,ok,,0.6830339146552378,-0.009305909740564777,0.4700636340961608,-0.028484105065714804,0.5295566502463055,0.0467980295566503,0.0510975568442178,0.006097383292807471,15,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,7,varimax,0.3740345556347403,44,105,3,44,0.6426514546866168,0.4997350356893645,0.5862068965517241,0.05965159384870716,217,501,-8245.186334748505,-37.99625039054611,-8245.186334749515,-37.996250390550756,17492.37266949903,19185.7012436228,1e-06,True,2.6933054936284506e-05,0,1503.0,88.85362766939943,-1.5774519397687072,3009.1549038795374,8089.140626250848,2.0,-11096.560617371952,-14483.21776561949,8243.608882809745,ok,,0.6255836133659514,-0.01706784132066541,0.43993782081718735,-0.05979721487217715,0.4853805815986016,-0.1008263149531225,0.07602555509445444,0.016373961245747276,634,ok,
services_value_added_per_worker_constant_2015_usd,1,2,24,varimax,0.5733618598907102,62,155,2,58,0.7672528675233076,0.5448603700760719,0.6724137931034483,0.019597261503384967,217,1232,-4060.163172330609,-18.710429365578843,-4060.1631723302953,-18.710429365577397,10584.32634466059,14748.359884222438,1e-06,True,2.1043763503314494e-05,0,2464.0,2769.828467156217,2579.1399785670474,-230.27995713409473,8097.787121989599,2.0,-6650.5727622328395,-10814.606301794685,6639.303150897343,ok,,0.7546124616221042,-0.012640405901203411,0.5178632703302287,-0.02699709974584319,0.5935960591133004,-0.07881773399014791,0.02525534625718585,0.0056580847538008835,24,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,37,varimax,0.5758666578630993,49,168,2,49,0.8182457552064949,0.5900058459723428,0.7413793103448276,0.004959240656306494,217,1596,-3346.8690155454033,-15.423359518642412,-3346.869015549055,-15.42335951865924,9885.73803109811,15280.054207348683,1e-06,True,2.1686718403302052e-06,0,3192.0,-56957.90723780374,4526.624519453526,-2669.2490389070517,8119.383313594095,2.0,-7160.670893754588,-12554.987070005162,7873.493535002581,ok,,0.8226441103509815,0.00439835514448661,0.5914098758921165,0.0014040299197736195,0.7280311457174639,-0.013348164627363768,0.00512482662988947,0.0001655859735829766,322,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,10,varimax,0.48211808553742314,59,158,2,58,0.6359094395952842,0.47884345972229747,0.5172413793103449,0.061419060855820204,217,651,-6936.70329767964,-31.966374643684976,-6936.703297680843,-31.96637464369052,15175.406595361686,17375.719772516524,1e-06,True,1.5043563712957564e-05,0,1302.0,-550.3152524474367,-560.3084654703591,3724.6169309407182,8125.243285250397,2.0,-9250.476487266127,-11450.789664420969,6376.394832210484,ok,,0.6003356639458708,-0.03557377564941344,0.3805678850264573,-0.0982755746958402,0.3853488002542507,-0.13189257905609414,0.07257129507789083,0.011152234222070623,580,ok,
services_value_added_per_worker_constant_2015_usd,1,3,8,varimax,0.6805872190790466,46,118,3,46,0.6459561373398963,0.49971797517086103,0.5517241379310345,0.05820058862374303,217,552,-7792.876935279432,-35.9118752777854,-7792.876935280713,-35.9118752777913,16689.753870561428,18555.457209715758,1e-06,True,2.6979806219351588e-05,0,1656.0,-inf,388.3965875563763,2535.2068248872474,8132.316842350248,3.0,-10423.14036736551,-14154.54704567418,8181.273522837089,ok,,0.6270011419418127,-0.01895499539808365,0.42555378580998643,-0.0741641893608746,0.5009534403305259,-0.05077069760050856,0.07371872949731942,0.015518140873576391,65,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,39,varimax,0.5758666578630993,49,168,2,49,0.822193691124944,0.5900012267082819,0.7068965517241379,0.0036777170231362595,217,1637,-3322.4209809386357,-15.310695764694174,-3322.4209809338035,-15.310695764671905,9918.841961867607,15451.73392961334,1e-06,True,2.2334149963887384e-06,0,3274.0,12627.271970143986,4733.20195717228,-2918.4039143445607,8147.380021146904,2.0,-7304.353908466435,-12837.245876212168,8055.622938106084,ok,,0.8293955971952762,0.00720190607033222,0.5990810177286323,0.009079791020350392,0.7241379310344828,0.017241379310344862,0.003704266368454247,2.654934531798759e-05,324,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,32,varimax,0.3740345556347403,44,105,3,44,0.803422819435005,0.5819675701440162,0.7068965517241379,0.00841807269623644,217,1476,-3483.585574935654,-16.053389746247255,-3483.585574937169,-16.053389746254236,9919.171149874339,14907.899643700057,1e-06,True,2.626606891098504e-06,0,4428.0,-67424.20943979651,7831.205673164071,-6806.411346328143,8159.774135149011,3.0,-6748.125508551046,-16725.58249620248,11314.79124810124,ok,,0.8167550062832405,0.01333218684823545,0.5716991599892414,-0.010268410154774865,0.6689178452248529,-0.03797870649928503,0.009107790931660678,0.000689718235424238,659,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,33,varimax,0.48211808553742314,59,158,2,58,0.8050447853159557,0.5787844152091993,0.7241379310344828,0.007526281970749107,217,1502,-3442.613861618467,-15.864580007458374,-3442.6138616210533,-15.864580007470291,9889.227723242107,14965.833548259878,1e-06,True,2.096456928946111e-06,0,3004.0,-inf,3987.309598802418,-1966.6191976048358,8186.592452430705,2.0,-6779.241095829173,-11855.846920846943,7429.923460423472,ok,,0.800619474762445,-0.004425310553510697,0.5303158111708247,-0.04846860403837461,0.6096456380104879,-0.11449229302399488,0.008250853796249432,0.0007245718255003246,603,ok,
services_value_added_per_worker_constant_2015_usd,1,3,28,varimax,0.6805872190790466,46,118,3,46,0.7880834027108186,0.5610211066721099,0.6551724137931034,0.013597595554017737,217,1362,-3654.512678664232,-16.841072251908905,-3654.5126786631404,-16.841072251903874,10033.025357326282,14636.445552848387,1e-06,True,3.3293264056766247e-06,0,4086.0,-inf,6894.818722527319,-5617.637445054637,8192.62314151168,3.0,-6443.822411336707,-15650.662802380919,10549.331401190459,ok,,0.7909184286240679,0.002835025913249356,0.5344637188307511,-0.02655738784135886,0.6109963451453997,-0.04417606864770374,0.014669422108672505,0.001071826554654768,85,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,6,varimax,0.5098890551912953,44,124,3,44,0.6110450955876815,0.4757079487354937,0.5344827586206896,0.06822830767956198,217,449,-8578.85443789818,-39.533891418885624,-8578.854437898755,-39.533891418888274,18055.70887579751,19573.282787537177,1e-06,True,2.7228273581370033e-05,0,1347.0,-inf,-500.7565305243989,3695.5130610487977,8248.234796267798,2.0,-11325.047991269379,-14360.195814748713,8078.0979073743565,ok,,0.5965971832521464,-0.014447912335535107,0.4162821214052515,-0.05942582733024221,0.48085174002860326,-0.053631018592086355,0.08067026823613867,0.01244196055657669,348,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,4,4,varimax,0.48917805569139594,27,111,4,27,0.5379462408760133,0.4600007834153982,0.46551724137931033,0.0915790677995735,217,342,-9691.288303262168,-44.660314761576814,-9691.288303262409,-44.66031476157792,20066.576606524817,21222.501501435654,1e-06,True,2.9610065557350573e-05,0,1368.0,-2918033.844389863,-446.4183158759066,3628.836631751813,8252.536211395163,4.0,-12969.96529004049,-16437.739974773005,9244.869987386503,ok,,0.5169862978364398,-0.020959943039573492,0.3516967913610937,-0.10830399205430447,0.40926426187827747,-0.05625297950103286,0.10768996150256381,0.016110893702990306,403,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,40,varimax,0.5758666578630993,49,168,2,49,0.821525407479428,0.5854700039055508,0.6724137931034483,0.003614721173882208,217,1656,-3312.3707974278636,-15.264381554967114,-3312.370797423042,-15.264381554944894,9936.741594846084,15533.851612309085,1e-06,True,2.3499992189979224e-06,0,3312.0,-inf,4781.457863833823,-2938.915727667645,8255.304307258357,2.0,-7278.547305050728,-12875.657322513729,8093.8286612568645,ok,,0.8377624484110128,0.016237040931584734,0.6112623883849652,0.025792384479414343,0.764182424916574,0.09176863181312567,0.0030020754100154473,-0.0006126457638667608,325,ok,
services_value_added_per_worker_constant_2015_usd,1,6,6,varimax,0.64513465545866,21,90,6,21,0.6110450955876815,0.4757079487354937,0.5344827586206896,0.06822830767956198,217,449,-8578.85443789818,-39.533891418885624,-8578.854437898755,-39.533891418888274,18055.70887579751,19573.282787537177,1e-06,True,2.7228273581370033e-05,0,2694.0,-inf,3114.7089686201066,-841.4179372402132,8264.025533197786,6.0,-11309.25725433939,-18897.126813037725,11693.563406518862,ok,,0.6074940766067897,-0.003551018980891829,0.38655239643687705,-0.08915555229861666,0.46909264261878275,-0.06539011600190686,0.09245101509345488,0.024222707413892902,234,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,33,varimax,0.5098890551912953,44,124,3,44,0.8050447853159557,0.5787844152091993,0.7241379310344828,0.007526281970749107,217,1502,-3442.613861618467,-15.864580007458374,-3442.6138616210533,-15.864580007470291,9889.227723242107,14965.833548259878,1e-06,True,2.096456928946111e-06,0,4506.0,-inf,7987.002300736263,-6962.004601472527,8267.812873580784,3.0,-6698.020674679094,-16851.232324714634,11429.616162357317,ok,,0.8124529147240424,0.007408129408086661,0.5627466732922585,-0.01603774191694085,0.6543778801843319,-0.06976005085015091,0.007926912193541878,0.0004006302227927711,375,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,34,varimax,0.48211808553742314,59,158,2,58,0.8074542698881476,0.5823527264647387,0.7241379310344828,0.007261664694897595,217,1527,-3409.9500709580643,-15.714055626534858,-3409.950070959586,-15.714055626541871,9873.900141919172,15035.003400775453,1e-06,True,2.2355841003962595e-06,0,3054.0,212353.39203125716,4067.630938825672,-2027.2618776513436,8294.944640061218,2.0,-6740.058760714235,-11901.162019570515,7477.581009785257,ok,,0.804064105362587,-0.003390164525560624,0.5331557255408529,-0.04919700092388579,0.6143333863022407,-0.1098045447322421,0.007725564264133036,0.0004638995692354403,604,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,9,varimax,0.48211808553742314,59,158,2,58,0.6351290291449264,0.4801385832921046,0.5172413793103449,0.061364648921486596,217,602,-7274.878026761015,-33.5247835334609,-7274.878026761995,-33.52478353346542,15753.75605352399,17788.454260355345,1e-06,True,2.3295922862098806e-05,0,1204.0,-847.3342333920513,-917.0302981849716,4242.060596369944,8311.457010032656,2.0,-9476.997250322689,-11511.695457154046,6357.847728577023,ok,,0.5865204417212593,-0.04860858742366714,0.37379129655785187,-0.10634728673425276,0.3853488002542507,-0.13189257905609414,0.07576190460011914,0.014397255678632544,579,ok,
services_value_added_per_worker_constant_2015_usd,1,2,14,varimax,0.5733618598907102,62,155,2,58,0.6897360460576764,0.498951862501812,0.5,0.04546045532017627,217,837,-5703.200651197694,-26.282030650680618,-5703.200651198334,-26.282030650683566,13080.401302396667,15909.375387310032,1e-06,True,9.950135546832328e-06,0,1674.0,464.1406986670082,342.8490089303748,2662.3019821392504,8320.25015196598,2.0,-7589.125235344052,-10418.099320257417,6046.049660128709,ok,,0.674091766627888,-0.01564427942978841,0.47116068670625044,-0.027791175795561562,0.5418719211822661,0.041871921182266125,0.055424090030729525,0.009963634710553254,14,ok,
services_value_added_per_worker_constant_2015_usd,1,2,25,varimax,0.5733618598907102,62,155,2,58,0.7713928996100389,0.5502007996239642,0.6551724137931034,0.018501243086042316,217,1266,-3999.1406018695325,-18.429219363454067,-3999.1406018687494,-18.429219363450457,10530.281203737499,14809.231253319722,1e-06,True,2.2911738720821084e-05,0,2532.0,2836.161943974236,2645.492224397308,-226.98444879461567,8330.915650369829,2.0,-6478.315602949893,-10757.265652532114,6644.632826266057,ok,,0.7622891513057082,-0.009103748304330694,0.521746969976022,-0.028453829647942186,0.5935960591133004,-0.06157635467980305,0.022157107951358584,0.0036558648653162683,25,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,41,varimax,0.5758666578630993,49,168,2,49,0.8280316360184904,0.5972632378832795,0.7241379310344828,0.0028463945356294457,217,1674,-3298.870980821778,-15.20217041853354,-3298.8709808252793,-15.202170418549674,9945.741961650558,15603.690131477288,1e-06,True,2.087797065342123e-06,0,3348.0,-2731.5114254943473,4828.135521036446,-2960.2710420728927,8355.625297580567,2.0,-7248.06483389672,-12906.01300372345,8127.006501861726,ok,,0.8416346342527311,0.013602998234240715,0.6157037945919304,0.018440556708650857,0.7374860956618465,0.013348164627363768,0.0024575932267129385,-0.0003888013089165072,326,ok,
services_value_added_per_worker_constant_2015_usd,1,2,26,varimax,0.5733618598907102,62,155,2,58,0.7781102495723624,0.5489341801923494,0.6551724137931034,0.015537077665378502,217,1299,-3960.0481892209837,-18.249069996410064,-3960.048189221,-18.24906999641014,10518.096378442,14908.583040691057,1e-06,True,2.4683569931238658e-05,0,2598.0,3001.154793510005,2800.0612943248166,-404.12258864963314,8376.850735848482,2.0,-6531.732304842575,-10922.218967091634,6760.109483545817,ok,,0.7767232472464607,-0.0013870023259017206,0.5392515584890559,-0.009682621703293481,0.6280788177339902,-0.027093596059113212,0.01843679683783319,0.002899719172454688,26,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,33,varimax,0.3740345556347403,44,105,3,44,0.8050447853159557,0.5787844152091993,0.7241379310344828,0.007526281970749107,217,1502,-3442.613861618467,-15.864580007458374,-3442.6138616210533,-15.864580007470291,9889.227723242107,14965.833548259878,1e-06,True,2.096456928946111e-06,0,4506.0,-inf,7925.0950988234745,-6838.190197646949,8391.627277406362,3.0,-6574.206270853516,-16727.417920889056,11367.708960444528,ok,,0.8211299092031971,0.01608512388724137,0.5757945045757186,-0.0029899106334807524,0.6635150166852057,-0.060622914349277024,0.008181291200356341,0.0006550092296072341,660,ok,
services_value_added_per_worker_constant_2015_usd,1,3,29,varimax,0.6805872190790466,46,118,3,46,0.7877593282898177,0.557503795622521,0.6551724137931034,0.012581204109422072,217,1392,-3610.502324601493,-16.638259560375545,-3610.502324597148,-16.63825956035552,10005.004649194296,14709.821765322617,1e-06,True,3.1310727620637024e-06,0,4176.0,5433291.161576672,7034.338892926657,-5716.677785853313,8397.773562531645,3.0,-6312.048202790971,-15721.682435047609,10644.841217523805,ok,,0.7965148868666657,0.008755558576848066,0.5424438104927649,-0.015059985129756037,0.619815668202765,-0.03535674559033841,0.01346034141360286,0.0008791373041807868,86,ok,
services_value_added_per_worker_constant_2015_usd,1,4,6,varimax,0.6624373132383236,29,108,4,29,0.6110450955876815,0.4757079487354937,0.5344827586206896,0.06822830767956198,217,449,-8578.85443789818,-39.533891418885624,-8578.854437898755,-39.533891418888274,18055.70887579751,19573.282787537177,1e-06,True,2.7228273581370033e-05,0,1796.0,-2445056.485539979,617.4955600088467,2357.0088799823066,8427.304526940972,2.0,-11145.978260596205,-15698.699995815205,9196.349997907602,ok,,0.5860688778662868,-0.02497621772139469,0.38662246191432814,-0.08908548682116557,0.41522326394406484,-0.11925949467662478,0.09035353689338546,0.022125229213823483,120,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,35,varimax,0.48211808553742314,59,158,2,58,0.8077375505020767,0.577399135374171,0.7241379310344828,0.006702661122974021,217,1551,-3391.166063600266,-15.627493380646388,-3391.1660635993294,-15.62749338064207,9884.332127198659,15126.552922539911,1e-06,True,2.6401184023416846e-06,0,3102.0,-inf,4124.748918026288,-2045.4978360525765,8438.943754629929,2.0,-6687.609167909983,-11929.829963251235,7515.914981625618,ok,,0.8075551419053235,-0.00018240859675322518,0.5379106896586849,-0.03948844571548604,0.6394406483394248,-0.08469728269505794,0.007242464790469926,0.0005398036674959051,605,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,42,varimax,0.5758666578630993,49,168,2,49,0.8307767944898714,0.6013903854052675,0.7413793103448276,0.002714522318009287,217,1691,-3277.9926610418943,-15.105956963326701,-3277.9926610382927,-15.105956963310105,9937.985322076585,15653.391746913503,1e-06,True,1.6755062286488709e-06,0,3382.0,-inf,4870.156495046165,-2976.3129900923304,8454.499859581505,2.0,-7198.891887331998,-12914.298312168916,8148.149156084458,ok,,0.8414175516585257,0.010640757168654313,0.6120376333273168,0.010647247922049297,0.7374860956618465,-0.0038932146829810943,0.002192064159013596,-0.0005224581589956907,327,ok,
