clustering_features,n_clustering_features,n_clusters,n_factors,rotation,silhouette_score,smallest_cluster,largest_cluster,clusters_below_efa_rule,max_cluster_supported_factors,global_mean_primary_abs_loading,global_mean_cross_loading_gap,global_simple_feature_share,global_covariance_reconstruction_rmse,global_n_observations,global_n_parameters,global_exact_total_log_likelihood,global_exact_mean_log_likelihood,global_regularized_total_log_likelihood,global_regularized_mean_log_likelihood,global_regularized_aic,global_regularized_bic,global_likelihood_eigenvalue_floor,global_exact_likelihood_finite,global_minimum_uniqueness,global_uniquenesses_below_floor,clustered_n_parameters,clustered_exact_total_log_likelihood,clustered_regularized_total_log_likelihood,clustered_regularized_aic,clustered_regularized_bic,clustered_unstable_models,clustered_minus_global_regularized_bic,clustered_minus_global_regularized_aic,clustered_minus_global_regularized_total_log_likelihood,clustered_status,clustered_reason,clustered_mean_primary_abs_loading,clustered_minus_global_mean_primary_abs_loading,clustered_mean_cross_loading_gap,clustered_minus_global_mean_cross_loading_gap,clustered_simple_feature_share,clustered_minus_global_simple_feature_share,clustered_covariance_reconstruction_rmse,clustered_minus_global_covariance_reconstruction_rmse,experiment_id,status,error
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,43,varimax,0.5758666578630993,49,168,2,49,0.8326998989583292,0.6028818806026673,0.7068965517241379,0.0023941306623880016,217,1707,-3273.1663133718494,-15.08371572982419,-3273.1663133732545,-15.083715729830667,9960.332626746509,15729.817409240073,1e-06,True,1.8564344791416332e-06,0,3414.0,6076.945421815011,4948.931486723153,-3069.8629734463066,8469.106591540822,2.0,-7260.7108176992515,-13030.195600192816,8222.097800096408,ok,,0.8447620525274488,0.01206215356911966,0.6132347535993963,0.010352872996728935,0.7374860956618465,0.03058954393770863,0.0018321120817208882,-0.0005620185806671134,328,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,8,varimax,0.5758666578630993,49,168,2,49,0.6459561373398963,0.49971797517086103,0.5517241379310345,0.05820058862374303,217,552,-7792.876935279432,-35.9118752777854,-7792.876935280713,-35.9118752777913,16689.753870561428,18555.457209715758,1e-06,True,2.6979806219351588e-05,0,1104.0,-1161.01630296459,-1268.5928745072476,4745.185749014496,8476.592427323163,2.0,-10078.864782392595,-11944.568121546932,6524.284060773465,ok,,0.6035494379684029,-0.04240669937149344,0.44129726473398784,-0.05842071043687319,0.5061179087875417,-0.04560622914349277,0.07494706128425932,0.016746472660516293,293,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,34,varimax,0.5098890551912953,44,124,3,44,0.8074542698881476,0.5823527264647387,0.7241379310344828,0.007261664694897595,217,1527,-3409.9500709580643,-15.714055626534858,-3409.950070959586,-15.714055626541871,9873.900141919172,15035.003400775453,1e-06,True,2.2355841003962595e-06,0,4581.0,-inf,8077.537462481496,-6993.074924962992,8490.234851605856,3.0,-6544.7685491695975,-16866.975066882165,11487.487533441083,ok,,0.8181906157603065,0.010736345872158881,0.5721206420240937,-0.01023208444064494,0.680041315747656,-0.044096615286826735,0.006542941777223233,-0.0007187229176743625,376,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,44,varimax,0.5758666578630993,49,168,2,49,0.8382601878207442,0.6086379449053547,0.7241379310344828,0.0017989489241863588,217,1722,-3277.9332127502503,-15.10568300806567,-3277.933212745805,-15.105683008045185,9999.866425491611,15820.04966828828,1e-06,True,2.394686367090948e-06,0,3444.0,-inf,5017.029268393346,-3146.0585367866915,8494.30794880665,2.0,-7325.74171948163,-13145.924962278303,8294.962481139151,ok,,0.8458784182236334,0.007618230402889226,0.6138896188686682,0.005251673963313497,0.7374860956618465,0.013348164627363768,0.0017792038770913991,-1.974504709495971e-05,329,ok,
services_value_added_per_worker_constant_2015_usd,1,2,27,varimax,0.5733618598907102,62,155,2,58,0.7813551910810131,0.555887126354011,0.6379310344827587,0.016125882418407192,217,1331,-3698.8907576159954,-17.045579528184312,-3698.890757615794,-17.04557952818338,10059.781515231589,14558.42489279394,1e-06,True,2.993335264767083e-06,0,2662.0,3109.1572958155293,2907.3524568862463,-490.70491377249255,8506.58184135221,2.0,-6051.8430514417305,-10550.486429004082,6606.24321450204,ok,,0.7815792287403026,0.00022403765928946662,0.5477111565521655,-0.00817596980184554,0.687192118226601,0.049261083743842304,0.01612905241643936,3.1699980321681087e-06,27,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,36,varimax,0.48211808553742314,59,158,2,58,0.814904565759381,0.5859752236640128,0.7241379310344828,0.005215740187912366,217,1574,-3369.802738865502,-15.529044879564525,-3369.8027388667333,-15.529044879570199,9887.605477733467,15207.56391220615,1e-06,True,2.307331888440345e-06,0,3148.0,-inf,4199.397884971244,-2102.795769942488,8537.121099002878,2.0,-6670.442813203272,-11990.401247675954,7569.200623837977,ok,,0.8130982699879489,-0.0018062957714320982,0.5449734115706149,-0.04100181209339793,0.6519942793580168,-0.07214365167646597,0.0065435678948422985,0.0013278277069299323,606,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,34,varimax,0.3740345556347403,44,105,3,44,0.8074542698881476,0.5823527264647387,0.7241379310344828,0.007261664694897595,217,1527,-3409.9500709580643,-15.714055626534858,-3409.950070959586,-15.714055626541871,9873.900141919172,15035.003400775453,1e-06,True,2.2355841003962595e-06,0,4581.0,-23019.06648887338,8030.169848183633,-6898.339696367266,8584.970080201581,3.0,-6450.033320573872,-16772.239838286438,11440.119919143219,ok,,0.8252734402787307,0.017819170390583117,0.582124380534752,-0.00022834592998666192,0.693468933735897,-0.030668997298585743,0.0072659240416696365,4.25934677204115e-06,661,ok,
services_value_added_per_worker_constant_2015_usd,1,3,30,varimax,0.6805872190790466,46,118,3,46,0.795199008844363,0.5650044171829545,0.6551724137931034,0.01101347565400695,217,1421,-3567.338025494396,-16.43934573960551,-3567.3380254911153,-16.439345739590394,9976.67605098223,14779.510190363224,1e-06,True,2.99252311253273e-06,0,4263.0,-inf,7173.348463732953,-5820.696927465906,8587.805490677074,3.0,-6191.70469968615,-15797.372978448137,10740.686489224068,ok,,0.7993923285431352,0.004193319698772235,0.5427857998526626,-0.022218617330291845,0.619815668202765,-0.03535674559033841,0.012038453103866444,0.001024977449859495,87,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,11,varimax,0.48211808553742314,59,158,2,58,0.6526629862001875,0.48765830136631194,0.5172413793103449,0.05893277839669161,217,699,-6505.193886896498,-29.977852013347917,-6505.1938868965135,-29.977852013347988,14408.387773793027,16770.93602391781,1e-06,True,9.8247824001918e-06,0,1398.0,-525.8362299978811,-534.7670628032439,3865.5341256064876,8590.63062585605,1.0,-8180.305398061759,-10542.85364818654,5970.42682409327,ok,,0.6133830924387319,-0.039279893761455575,0.38953555761174735,-0.09812274375456459,0.4025901795645956,-0.11465119974574928,0.06669010174017137,0.007757323343479762,581,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,45,varimax,0.5758666578630993,49,168,2,49,0.8324330963838744,0.5949853656913171,0.7241379310344828,0.001597563910831921,217,1736,-3255.45331239366,-15.002088997205806,-3255.4533124006566,-15.00208899723805,9982.906624801313,15850.408430547552,1e-06,True,1.6639113974425968e-06,0,3472.0,-366238.19970582944,5020.183173567046,-3096.3663471340915,8638.637264358385,2.0,-7211.771166189166,-13079.272971935405,8275.636485967701,ok,,0.8478469543588167,0.015413857974942324,0.6168260662028971,0.021840700511580047,0.7374860956618465,0.013348164627363768,0.0013937971046450416,-0.00020376680618687938,330,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,6,3,varimax,0.42123712476920505,18,78,6,18,0.48515284111194995,0.41923922192519786,0.41379310344827586,0.10231671382744192,217,287,-10930.027814096644,-50.36879177003062,-10930.027814096593,-50.368791770030384,22434.055628193186,23404.086168659298,1e-06,True,0.0002842158505825809,0,1722.0,-inf,306.35095649222296,2831.2980870155543,8651.481329812224,4.0,-14752.604838847074,-19602.75754117763,11236.378770588815,ok,,0.5311358785696011,0.045983037457651144,0.40364790843610926,-0.015591313489088598,0.4856983950421103,0.07190529159383446,0.1291543235065395,0.026837609679097568,801,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,46,varimax,0.5758666578630993,49,168,2,49,0.8397601418082608,0.606295256378538,0.7068965517241379,0.0010440018278319195,217,1749,-3248.9862394977226,-14.972286817961855,-3248.9862394953507,-14.972286817950925,9995.972478990701,15907.412950332966,1e-06,True,1.6315941538946888e-06,0,3498.0,5051.258753153461,5082.653000683523,-3169.3060013670456,8653.574941317484,2.0,-7253.838009015482,-13165.278480357747,8331.639240178873,ok,,0.8527993779533087,0.013039236145047983,0.6223594752647816,0.016064218886243653,0.764182424916574,0.057285873192436054,0.000997694761649001,-4.630706618291851e-05,331,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,35,varimax,0.5098890551912953,44,124,3,44,0.8077375505020767,0.577399135374171,0.7241379310344828,0.006702661122974021,217,1551,-3391.166063600266,-15.627493380646388,-3391.1660635993294,-15.62749338064207,9884.332127198659,15126.552922539911,1e-06,True,2.6401184023416846e-06,0,4653.0,-12557173.93236251,8186.888646771065,-7067.777293542131,8658.885092481629,3.0,-6467.667830058283,-16952.109420740788,11578.054710370394,ok,,0.8201008494592135,0.012363298957136726,0.5738193478650964,-0.0035797875090746167,0.6720165262990624,-0.052121404735420374,0.005862145961300903,-0.0008405151616731185,377,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,37,varimax,0.48211808553742314,59,158,2,58,0.8182457552064949,0.5900058459723428,0.7413793103448276,0.004959240656306494,217,1596,-3346.8690155454033,-15.423359518642412,-3346.869015549055,-15.42335951865924,9885.73803109811,15280.054207348683,1e-06,True,2.1686718403302052e-06,0,3192.0,-inf,4244.596291699807,-2105.192583399614,8683.439769101533,2.0,-6596.61443824715,-11990.930614497724,7591.465307248862,ok,,0.8156371472049715,-0.0026086080015234048,0.5435120161265408,-0.04649382984580208,0.6566820276497696,-0.08469728269505805,0.0058703119123626754,0.0009110712560561817,607,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,47,varimax,0.5758666578630993,49,168,2,49,0.834757783986421,0.5939791372391688,0.7068965517241379,0.0008800832168419317,217,1761,-3243.651271538958,-14.947701712161097,-3243.651271536665,-14.94770171215053,10009.302543073329,15961.30178265808,1e-06,True,1.5572579739053793e-06,0,3522.0,-inf,5118.603852162774,-3193.2077043255485,8710.79077484395,2.0,-7250.51100781413,-13202.510247398877,8362.255123699439,ok,,0.8549293650734433,0.020171581087022328,0.6249846618137478,0.031005524574578947,0.764182424916574,0.057285873192436054,0.0008116726596927317,-6.841055714920002e-05,332,ok,
services_value_added_per_worker_constant_2015_usd,1,2,28,varimax,0.5733618598907102,62,155,2,58,0.7880834027108186,0.5610211066721099,0.6551724137931034,0.013597595554017737,217,1362,-3654.512678664232,-16.841072251908905,-3654.5126786631404,-16.841072251903874,10033.025357326282,14636.445552848387,1e-06,True,3.3293264056766247e-06,0,2724.0,3195.0057402569137,2968.785239431273,-489.5704788625462,8717.269912181666,2.0,-5919.175640666721,-10522.595836188828,6623.297918094413,ok,,0.7897082429628036,0.0016248402519850602,0.555088277343388,-0.005932829328721967,0.6921182266009852,0.036945812807881784,0.014800806431870399,0.0012032108778526618,28,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,3,35,varimax,0.3740345556347403,44,105,3,44,0.8077375505020767,0.577399135374171,0.7241379310344828,0.006702661122974021,217,1551,-3391.166063600266,-15.627493380646388,-3391.1660635993294,-15.62749338064207,9884.332127198659,15126.552922539911,1e-06,True,2.6401184023416846e-06,0,4653.0,-inf,8154.594416252145,-7003.188832504289,8723.47355351947,3.0,-6403.079369020441,-16887.520959702946,11545.760479851473,ok,,0.8273578922687325,0.019620341766655724,0.5803453084552055,0.002946173081034509,0.6762275544255522,-0.047910376608930605,0.006875081309782321,0.00017242018680830012,662,ok,
services_value_added_per_worker_constant_2015_usd,1,6,5,varimax,0.64513465545866,21,90,6,21,0.5792591259188683,0.4517293846570968,0.5,0.0772799260201382,217,396,-9222.594428669021,-42.50043515515678,-9222.594428668413,-42.50043515515398,19237.188857336827,20575.62820933885,1e-06,True,2.718563595871526e-05,0,2376.0,-inf,2029.1534192726579,693.6931614546843,8724.329273466818,6.0,-11851.298935872033,-18543.495695882142,11251.747847941071,ok,,0.5920675713140598,0.012808445395191548,0.3827892739243485,-0.06894011073274825,0.4641665342443986,-0.035833465755601424,0.09973981359605309,0.022459887575914897,233,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,3,36,varimax,0.5098890551912953,44,124,3,44,0.814904565759381,0.5859752236640128,0.7241379310344828,0.005215740187912366,217,1574,-3369.802738865502,-15.529044879564525,-3369.8027388667333,-15.529044879570199,9887.605477733467,15207.56391220615,1e-06,True,2.307331888440345e-06,0,4722.0,-inf,8321.836415438991,-7199.672830877982,8760.20247254007,3.0,-6447.36143966608,-17087.27830861145,11691.639154305725,ok,,0.8235179565268504,0.008613390767469475,0.5755542686724945,-0.010420954991518294,0.6783727951692357,-0.04576513586524711,0.005277201060508182,6.146087259581608e-05,378,ok,
services_value_added_per_worker_constant_2015_usd,1,3,31,varimax,0.6805872190790466,46,118,3,46,0.7964614813027985,0.5704111126912584,0.7068965517241379,0.010104612887160856,217,1449,-3526.2725906175283,-16.250104104228242,-3526.2725906174687,-16.250104104227965,9950.545181234938,14848.016446515063,1e-06,True,2.7472784271953543e-06,0,4347.0,23717067.012459666,7310.931582980362,-5927.863165960724,8764.550629879654,3.0,-6083.465816635409,-15878.408347195662,10837.204173597831,ok,,0.8041752357227966,0.007713754419998109,0.5470987189089515,-0.023312393782306984,0.6249801366597808,-0.0819164150643571,0.010703780290084765,0.0005991674029239089,88,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,38,varimax,0.48211808553742314,59,158,2,58,0.8219380259758767,0.5928484712765412,0.7241379310344828,0.003933092147026487,217,1617,-3333.927530450398,-15.363721338481097,-3333.927530452318,-15.363721338489945,9901.855060904636,15367.149081579559,1e-06,True,2.22078409184423e-06,0,3234.0,17151.475378498,4316.4659771015085,-2164.931954203017,8765.656087146828,2.0,-6601.4929944327305,-12066.787015107653,7650.393507553827,ok,,0.8206806950525745,-0.001257330923302269,0.5507563455493275,-0.04209212572721366,0.6394406483394248,-0.08469728269505794,0.005386440972229629,0.001453348825203142,608,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,2,48,varimax,0.5758666578630993,49,168,2,49,0.8383007195768213,0.5977949100598753,0.6551724137931034,0.0007622094574368473,217,1772,-3232.6034222487597,-14.896789964279998,-3232.6034222472645,-14.896789964273108,10009.206844494529,15998.384954968224,1e-06,True,9.785263157535695e-07,1,3544.0,8511.227925367832,5148.317465017019,-3208.634930034037,8769.721290913352,2.0,-7228.663664054871,-13217.841774528566,8380.920887264283,ok,,0.857547336728058,0.019246617151236767,0.6259350196997929,0.028140109639917643,0.7508342602892102,0.09566184649610676,0.0007364297901709551,-2.577966726589225e-05,333,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,2,8,varimax,0.48211808553742314,59,158,2,58,0.6459561373398963,0.49971797517086103,0.5517241379310345,0.05820058862374303,217,552,-7792.876935279432,-35.9118752777854,-7792.876935280713,-35.9118752777913,16689.753870561428,18555.457209715758,1e-06,True,2.6979806219351588e-05,0,1104.0,-1350.6991745466107,-1419.2727446302147,5046.545489260429,8777.952167569096,2.0,-9777.505042146662,-11643.208381301,6373.604190650498,ok,,0.5768484714193037,-0.06910766592059259,0.37676262046724085,-0.12295535470362018,0.391705069124424,-0.1600190688066105,0.07973775698311192,0.02153716835936889,578,ok,
