country_name,iso3_country_code,world_bank_region,world_bank_income_group,observation_year,trade_in_services_percent_of_gdp,imports_of_goods_and_services_bop_current_usd,insurance_and_financial_services_percent_of_service_imports_bop,imports_of_goods_services_and_primary_income_bop_current_usd,transport_services_percent_of_service_imports_bop,travel_services_percent_of_service_imports_bop,foreign_direct_investment_net_outflows_percent_of_gdp,portfolio_investment_net_bop_current_usd,exports_of_goods_and_services_bop_current_usd,insurance_and_financial_services_percent_of_service_exports_bop,exports_of_goods_services_and_primary_income_bop_current_usd,transport_services_percent_of_service_exports_bop,travel_services_percent_of_service_exports_bop,foreign_direct_investment_net_inflows_percent_of_gdp,short_term_debt_percent_of_exports_of_goods_services_and_primary_income,net_oda_received_percent_of_imports_of_goods_services_and_primary_income,total_debt_service_percent_of_exports_of_goods_services_and_primary_income,debt_service_ppg_and_imf_only_percent_of_exports_of_goods_services_and_primary_income,public_and_publicly_guaranteed_debt_service_percent_of_exports_of_goods_services_and_primary_income,inflation_consumer_prices_annual_percent,net_investment_in_nonfinancial_assets_percent_of_gdp,taxes_on_goods_and_services_percent_of_revenue,taxes_on_goods_and_services_percent_value_added_of_industry_and_services,goods_and_services_expense_percent_of_expense,statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,exports_of_goods_and_services_current_usd,exports_of_goods_and_services_constant_2015_usd,exports_of_goods_and_services_annual_percent_growth,exports_of_goods_and_services_percent_of_gdp,imports_of_goods_and_services_current_usd,imports_of_goods_and_services_constant_2015_usd,imports_of_goods_and_services_annual_percent_growth,imports_of_goods_and_services_percent_of_gdp,external_balance_on_goods_and_services_percent_of_gdp,services_value_added_per_worker_constant_2015_usd,services_value_added_current_usd,services_value_added_constant_2015_usd,services_value_added_annual_percent_growth,services_value_added_percent_of_gdp,inflation_gdp_deflator_annual_percent,inflation_gdp_deflator_linked_series_annual_percent,foreign_direct_investment_net_bop_percent_of_gdp
Denmark,DNK,Europe & Central Asia,High income,2022,60.4956145785376,244604569511.926,1.43297300139892,273378518656.52,49.3337821092364,8.04211309767004,7.25600454193578,4225179334.88108,282911168026.128,1.09078297085065,322288913589.096,68.4694660462181,6.19133981822066,6.9048667972729,,,,,,7.6965669988926,1.55170214214507,34.307687319906,14.1609199706168,7.8681864404174,98.4666666666667,4.1,283101737204.979,212443161707.138,6.58529021023611,70.7552148776405,245032442023.852,196664306484.322,5.97796703433269,61.2406100314303,9.5146048462102,94058.864863841,265795160639.121,222968506958.841,-0.843465689286589,66.429806790063,10.3984104940467,9.0969655700667,0.3511392614806712
Djibouti,DJI,Middle East & North Africa,Lower middle income,2022,51.6851412477256,5096061035.40113,3.31227148652206,5261640792.43603,86.119014194201,3.57460053319176,,13569609.7309828,5673805676.28075,,5907151766.76849,56.9858208050974,4.24160391297138,5.24930012962196,10.6305246808231,1.15659852940856,1.3139889030219,0.90568722139447,0.877912443214064,5.17980847967061,,,,,59.4666666666667,2.8,5673808947.73268,5774719950.80828,31.2764765576008,159.250735528808,5096060679.37948,5186696193.59878,39.3705772439429,143.034673702738,16.2160618260701,14928.1088644895,2721581734.85407,2577115182.72886,5.4418628369864,76.3885243704718,-0.147758592154517,-0.147758592154517,-5.249300129621971
Dominica,DMA,Latin America & Caribbean,Upper middle income,2022,43.052215458874,354270148.148148,18.5884892508124,359352044.444444,27.323905943095,12.1018666630154,-0.116820011056489,-11121150.3703703,173930014.074074,4.96615173266048,181931200.37037,1.18617501824923,50.5165834420615,2.71598643499556,108.908752097845,16.5632119543689,20.9960539600887,17.0716900597442,15.8120723885935,2.88490226829353,,,,,28.2666666666667,,,,,,,,,,,,365437037.037037,352530949.86227,14.3289606458123,58.6517027587724,0.261823678449417,0.261823678449417,-2.8328064460520497
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2022,15.2837437058641,36837700000.0,14.7238021299219,42076800000.0,51.2514556716342,17.2165870618217,-0.0430038972564199,-3257700000.0,25168800000.0,4.5618552186783,26096900000.0,7.83546144010649,73.5230238382989,3.56897098132173,12.3168575577942,0.875101024927373,14.1863444213681,12.2032353164552,12.1152129318042,8.81109209279587,1.75638189359692,50.7444977078438,9.32590438098593,16.6551641153808,67.9666666666667,2.6,24994895244.9176,22545183520.7682,13.1423138181552,22.0261866198241,36712443290.8362,30283713222.4879,13.9975678439684,32.3520110514603,-10.3258244316363,16649.1463015901,66180267980.2688,59187745511.4772,8.63722767569919,58.3198656685618,9.55123473466408,9.55123473466408,-3.611974878578158
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2022,8.45803197698527,36644221613.5207,9.78325085959122,38767318649.6687,48.8712078079266,17.4075576661864,,1181398385.02,36700766226.661,1.40488538585123,36905010629.1202,38.481456856148,48.8943959034101,0.759467924339618,5.21143055431725,0.973965613137471,14.4394750410807,9.45036895579749,8.76524895334277,3.46616972213077,0.535712446753239,21.0668798352064,7.43117666817738,24.5924253519661,89.1,,35914453000.0,26139788807.0483,7.84989868121866,30.9252456928287,35949643000.0,27590591241.7412,9.54686750505283,30.9555471259573,-0.0303014331286249,15050.9062849001,67593168000.0,64757802598.9287,6.09856731214732,58.2031787469141,2.34806843439985,2.34806843439985,-0.7594911735210476
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2022,11.9501271985974,97143745000.0,9.61959294945492,115925125000.0,44.4586886061755,21.3577118486577,0.07169410264584,21724963041.0,76295439000.0,2.01889620642081,77495369268.8,37.4882350431637,38.7823525821651,2.39118080969079,39.030022419904,5.01953721003644,23.1349293420531,21.3206964396672,18.8899134096954,13.8956609775178,,,,,77.1,2.9,71927051671.7325,90967161930.5785,57.3437162016008,15.0870258208479,104389057750.76,105869309919.525,24.2937853107349,21.8960790564233,-6.80905323557539,14900.1927502248,245185869908.815,236472716826.224,6.12863072513161,51.4288499840612,10.4257892435745,10.4257892435745,-2.319486707044941
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2022,22.2558617150883,18181049447.733,13.4225813778974,20454350663.6459,41.9399600015554,20.8402759421826,-0.367043386288837,502846326.313229,10163921213.7818,2.79284755202285,10489934310.1498,14.0393241421231,43.1247813670961,0.0823187568481088,22.5798935433579,3.46739719683946,32.1501336499012,17.1932036889924,17.0052919814187,7.19861615609867,4.7301359392434,37.0755003032141,12.7604778144276,16.3642819508396,79.9,2.7,10336590000.0,8707165357.31964,11.9618557101986,32.433483149734,17932560000.0,13493561905.5524,2.88960142223316,56.2676262279527,-23.8341430782187,10057.0511610369,19267100000.0,16865303564.9062,4.64874470196801,60.4550594726346,6.58456346218459,6.58456346218459,-0.4493621431369448
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2022,,,,,,,-0.0050246779384241,,,,,,,10.1419330984832,,,,,,4.78671704710803,3.93572670207995,3.95238475380726,1.07566425471196,25.3865428807663,59.5666666666667,,7249945760.76341,4921714067.43941,5.73129265526755,52.9670852025115,3948328171.97339,3983758751.56306,11.2388563275492,28.8459309342984,24.121154268213,24055.1884684117,5608585768.35184,5204340025.14087,4.15567137923649,40.9755396882589,22.1004087260455,22.1004087260455,
Eritrea,ERI,Sub-Saharan Africa,Low income,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Europe & Central Asia,High income,2022,54.0175146438556,33654501515.2222,2.00019664477339,36775784197.9157,31.7780979475137,12.8335061205837,4.90619274394699,-891593232.506732,33178223544.5259,1.43537828929282,35403154376.2114,25.3744867754208,10.8808499901065,4.52988372813183,,,,,,19.3982634080616,4.25467442470546,35.7967956057443,15.3596799194635,9.56645293820247,96.8666666666667,3.7,33421529205.1091,26308477357.1971,5.46449519585008,87.4299380839503,33737756551.9943,26799711253.1117,5.05539591667166,88.2571814212899,-0.827243337339567,38019.8685811276,23968438999.4806,18168339192.5453,3.09723196952254,62.7008753798491,16.844809078341,15.782419402399,-0.43080756027116923
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2022,8.07941757941801,2288414178.08518,1.61468448762525,2797901692.54783,19.2529194606423,15.417342962728,-0.457396630256397,-23476494.8920699,2094735549.14523,15.6225021715137,2222701859.1462,1.35107171873411,17.5546856187002,0.281255609924273,0.537885855037367,3.48930920862156,3.83077973096701,2.58395369417928,2.40455207161837,,,,,,22.3333333333333,,2112045177.31419,2091835769.39696,-4.28478058621724,44.4953937213873,2282013573.53372,1883500714.52161,2.23248077268221,48.076193408446,-3.58079968705872,13824.5450964401,2410144372.88488,2273479101.1023,0.451269533835855,50.7755818619716,8.86865470026568,8.86865470026568,-0.7386522401806731
Ethiopia,ETH,Sub-Saharan Africa,Low income,2022,11.7370739980556,24187238670.6143,3.42204519109339,24716269457.036,77.5966910249956,7.10014135859445,,,10970596565.3927,0.172448530371224,10998054646.7343,75.7897868352028,16.7781246697086,2.9803331590978,2.95498309236445,19.9474722698908,18.3033612266851,18.1488543811945,18.0282086995154,33.8898797100898,2.56921566710524,30.195307848041,3.0014737876525,19.6771639864502,64.5333333333333,,10151637926.0,7134313920.72816,10.9991937268092,8.24396037798902,22598141428.0,18883252065.5865,10.3773366329522,18.3515393187423,-10.1075789407532,2778.89702796962,45012112534.0,42677948839.2815,7.60897053164162,36.5535172712856,34.666605000447,34.666605000447,-2.9803331590977984
Faroe Islands,FRO,Europe & Central Asia,High income,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,2218833103.79562,,,61.3744038777265,2222973772.42022,,,61.4889375342037,-0.114533656477211,,1868826483.23038,,,51.6929872566648,5.89650354328583,5.89650354328583,
Fiji,FJI,East Asia & Pacific,Upper middle income,2022,41.84274183506,3433781152.09168,7.71010460503075,3754046732.7486,52.9734342608187,21.230621189573,0.334905885522852,24838115.0560232,2376177773.76586,0.19757657737379,2433819185.55883,36.1527766912055,51.6367579048817,2.08084502833913,20.8960058749486,9.61745599954915,7.91562850449653,4.3699665871267,4.25312192517014,4.32011856243056,0.784984512743765,47.3498792215867,13.8184132908854,16.4061214084219,63.0666666666667,2.3,,,,,,,,,,14050.8527193682,2738475892.91757,2523392641.12327,25.0959927024332,55.0130950968672,8.07405268028066,8.07405268028066,-1.7459391428162951
Finland,FIN,Europe & Central Asia,High income,2022,27.6139756255166,135118617700.974,4.13188948482473,159268841142.235,19.3502608643502,10.5801235575768,7.87007815250504,-8525626950.04048,129388896469.589,1.53407053210492,155958327648.255,13.2406603393649,9.45189316892961,4.66691154081507,,,,,,7.12350773301402,1.54476006275011,37.081598791865,16.5751818593621,8.72427298651901,96.4333333333333,4.2,129714531245.137,104325278951.256,4.43262224716906,46.2847802806846,135299901221.79,110600682447.937,9.25830464274917,48.2777537715821,-1.99297349089748,80507.5377373617,166549119558.366,160734549405.341,2.93628942407199,59.4281097939016,6.17278075702792,6.17278075702792,3.2035465012909987
France,FRA,Europe & Central Asia,High income,2022,23.4304244263147,1092353144118.36,8.252684165508,1278839110042.21,20.3254398685198,15.817535603388,3.68514145333107,-84083817717.9318,1022202915212.42,9.40396179963758,1292149813412.51,25.7707949461568,16.2968412123989,4.0180319137717,,,,,,5.22236748369735,1.94121779216647,19.9531435293413,10.0941210210559,6.37933181420405,92.2666666666667,3.8,1023340977697.09,885662022556.636,9.08374259649321,36.6160484268785,1099664152806.23,917865057335.822,9.04656244021575,39.3469593713211,-2.73091094444259,84264.2000072925,2005471318160.32,1927754652720.77,5.35489820296735,71.7575436778909,3.01818420778099,3.22063216992299,-0.3328904604406158
French Polynesia,PYF,East Asia & Pacific,High income,2022,,,,,,,0.104236259376576,,,,,,,-0.168607958150952,,,,,,,,,,,,,1226708759.69725,,,21.8171217385989,2682544155.54484,,,47.7092805835453,-25.8921588449464,,,,,,2.48931002780384,2.48931002780384,
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2022,,,,,,,,,,,,,,5.40389729406011,,,,,,4.23124798274579,,,,,29.8333333333333,2.0,13813536175.2391,11483598344.8101,20.3515725625976,67.5787331934568,5004762838.9401,8585148860.31269,17.906701959216,24.4843556565563,43.0943775369005,18722.3493292417,6834961681.85069,6231337776.87055,0.711921679561485,33.4380745108008,14.7583426831533,14.7583426831533,
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2022,15.9330761661712,829516416.215525,11.7123989930913,874158353.277426,76.7838613250519,9.65047113756306,0.090713869389176,,267377367.645535,0.0926938659755971,280904992.992311,27.0995047927543,71.5394915533326,10.4995860985808,14.4039472452907,31.1623999132999,14.7499041432609,14.1286976700646,12.6046693662612,11.5131198380505,,,,,65.9666666666667,2.3,188942455.877392,142583535.128373,9.02419186197794,8.56985063226593,797057189.779501,624915299.086833,-1.73005215732594,36.1520709046807,-27.5822202724147,2586.63890904204,1226483771.70654,938484690.977944,5.13089618764482,55.6295443372656,8.81707580376896,8.81707580376896,-10.499586098580771
Georgia,GEO,Europe & Central Asia,Upper middle income,2022,34.9575300997632,15056203171.05,7.75342486912047,18272694427.37,62.4591875758643,13.4914266996479,1.4615880566137,1607875824.25,13092764279.18,1.80524981844498,14574430764.99,21.0952969184048,61.640061064872,9.03652531888906,26.1331029761327,2.06210137564551,20.9944400859231,3.61337468942548,3.40035511637589,11.8981654203198,4.44853143013999,48.2448387376939,16.1247087945859,13.6146229504588,92.5,2.6,13111621768.0543,9353960612.12639,37.4207407657939,52.4788792204227,15544538954.8042,11556593772.9011,16.9404049176201,62.2165584682954,-9.73767924787263,17815.6610622521,14753199677.6627,14110635061.3037,9.15158476675721,59.0492463628877,8.13545014384806,8.13545014384806,-7.574937262275367
Germany,DEU,Europe & Central Asia,High income,2022,21.7758636031239,1808171356858.98,7.48534505733247,2001143202407.6,26.1971909598281,18.6876057992246,3.59242335410766,14812099010.9311,1916531324945.86,11.7235089160223,2234732676351.61,25.6151406517877,7.15380344211077,2.07605246190373,,,,,,6.87257438551097,0.946473709013157,21.0339861302977,6.84968219641157,6.18484577000019,94.8666666666667,4.2,1916859170749.03,1675683029821.63,3.89362836455925,45.6284043425185,1813049636001.95,1527732273977.09,7.56425452215119,43.1573498705316,2.47105447198695,78739.3892564797,2666837251680.94,2390551038977.44,3.80961666404048,63.4806825103587,6.41315910830296,6.09185663198414,1.5163466000478631
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2022,25.9886841106199,25534619271.616,7.08562723505594,31754234703.0865,26.6967888831588,5.63485185299556,-0.059738215160515,2057206535.73329,25392879030.8148,17.425442294711,26479962663.9871,6.37845802896621,10.006244608874,1.93240124339233,17.5721430953082,3.30606895221194,22.1220826133066,7.92874017401124,7.38026152906115,31.2558951049016,3.04209823005941,32.4794462214642,6.88234398069797,5.68901082072156,61.8,2.5,25623315466.9184,22108378373.3152,0.200536710841703,34.6640435533587,26205330553.5428,26747685311.9423,1.39373880624238,35.451412242532,-0.787368689173241,4964.77054365663,31619616221.4181,27566347306.3971,6.26893263804018,42.7760316675187,28.183872813714,28.183872813714,-1.9921394585528467
Gibraltar,GIB,Europe & Central Asia,High income,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Europe & Central Asia,High income,2022,36.5170990010879,128890658509.468,8.64273940746258,138931604558.881,69.1753440353072,6.73819115825636,1.20300543823662,8462695200.82435,107221271789.249,2.68307519489322,115535039141.745,49.5084937187916,36.4687943374153,3.69648293387112,,,,,,9.64525981280632,2.43260520615316,36.7825982550228,21.0313492908081,7.86057679602141,88.2333333333333,3.8,107320102999.948,80268599201.2861,6.19272130412594,49.2316205589503,128374908056.72,94653089899.9614,10.9450039943517,58.8902226709721,-9.65860211202177,48812.3564169126,147620694547.678,145983186049.715,5.21779620253966,67.7189624074765,6.28541243425478,6.49582431023742,-2.4934774956344943
Greenland,GRL,Europe & Central Asia,High income,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,1285840100.66488,1047831126.30318,13.8838512900832,40.7900871498763,1657341447.7247,1575605621.18252,5.66053144682979,52.5750457267869,-11.7849585769107,,1908395975.66587,1711622772.38118,2.27173779282153,60.5391277839544,5.60649669091305,5.60649669091305,
Grenada,GRD,Latin America & Caribbean,Upper middle income,2022,74.5033393649275,785022444.444444,10.4574827468337,892551274.814814,30.2527363767207,5.9302705778543,0.796560750661155,98019619.2592592,706195488.148148,1.86055719929547,728297232.962963,2.32025264628616,69.5374843125763,13.3138087097027,8.87838056681019,-10.4911055578688,7.33217482960224,6.98031401179102,6.45246455335494,2.5805392590792,,,,,22.0666666666667,2.2,,,,,,,,,,,787581481.481481,689518802.444624,5.28889947727622,64.3445028776151,1.63985185247203,1.63985185247203,-12.517247959041628
Guam,GUM,East Asia & Pacific,High income,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,545000000.0,464773946.360153,150.27027027027,7.88712011577424,4421000000.0,3631166770.76827,8.66050808314087,63.9797395079595,-56.0926193921852,,,,,,5.46517905025054,5.46517905025054,
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2022,9.69424580998654,33943387700.0,11.2646029853308,37447924410.0,50.5175788892357,17.8527079447313,0.763528592172662,-380766810.0,18140527800.0,4.88119599054729,19570814930.0,15.3824207561247,25.5224385941906,1.51615526851124,1.54413600599104,1.17324270550648,21.1570539081277,8.01907310032833,7.99551401920083,6.88512823344287,0.623814715429146,53.6183417698096,8.20362440627322,16.0631055832742,62.1,2.7,18119750229.8585,14033926115.6263,7.5195038749801,18.9454999823063,33938882319.6585,24971227771.7813,4.90728523354808,35.4855384996995,-16.5400385173933,13598.8530196017,59051810836.1069,48495739376.3496,4.51471556773797,61.7429085367337,6.37205349842485,6.37205349842485,-0.7526266763385824
Guinea,GIN,Sub-Saharan Africa,Lower middle income,2022,5.28301402384129,5748692000.0,17.3462518897803,6117952000.0,62.5255189309085,0.0110352133658504,0.0411843979072536,72182000.0,8898252000.0,2.21029365329965,8930922000.0,29.1182163891215,7.18688650622589,3.30630355394451,2.76223895584353,8.21067265985465,2.35056941377385,2.23164552215326,1.84309771264378,10.4930409984424,,,,,62.7666666666667,2.7,9043059038.49661,8639122918.8596,-5.33052592968802,45.4186514317354,9705672892.03881,8499233812.40682,-13.2935437272229,48.7466212613867,-3.32796982965131,3429.29707019188,7470346809.89011,5167100256.23158,2.48232132228297,37.5197238443532,2.80558292389495,2.80558292389495,-3.2651191560372617
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2022,11.5081981204648,577898507.187029,2.73086243367771,643061100.956112,36.8484705254667,39.6163937684129,0.0287763792038574,-35528986.5113546,280065383.744428,13.7371214486419,354993420.826219,1.08767515748104,52.4792933095812,1.16465840634171,0.401663922864085,23.2802532806249,18.1041801987259,16.4774007822062,17.1287930797361,9.39075933985203,6.08403927543654,21.1383126446875,5.34373210614279,27.3207664905214,23.6666666666667,2.9,273823396.615999,289583991.113789,-6.37678115621169,14.7248436661344,577102213.918113,505899772.132046,10.5634622231314,31.0336515591514,-16.3088078930171,3306.78236873029,808137675.761775,734612901.214955,9.57078379577452,43.457575515335,3.88104079078025,3.88104079078025,-1.1358820271378531
Guyana,GUY,Latin America & Caribbean,High income,2022,27.6204117218153,7032655694.13377,1.11488499172208,8460737357.09944,10.9451406753987,1.69143363954603,0.0317743889110475,-56289999.9999999,11517488744.8433,39.9094826722903,11605829568.2006,1.41403960790425,21.3984161258111,-20.3619575428882,0.467984425247948,2.36960389446239,1.22277581594715,0.760896681486087,0.721393384316091,6.11505550109935,,,,,62.7333333333333,2.6,,,,,,,,,,14315.5321817235,2836206235.01199,2346931292.46829,8.6400691844739,19.2698150146768,12.0604489196063,12.0604489196063,20.393731931799188
Haiti,HTI,Latin America & Caribbean,Lower middle income,2022,3.90231661061691,5450766055.0072,0.913895071187675,5468283793.55322,71.6071115017198,4.69084056024623,,,1355307663.71363,13.5587843919514,1396526579.45363,2.72614206612663,72.139190484961,0.194598953085393,26.8877088001366,16.4416951677975,2.52025258364718,3.36370233772263,1.13381300670946,33.98393194707,,,,,18.0,2.0,1466106038.4718,1272002994.68731,2.37827753232833,7.23876011586942,5932425394.60732,5525990019.28723,4.91681047525341,29.2907901679586,-22.0520300520892,4222.36724189742,9755622607.20545,8043011874.57787,-1.59308977513977,48.167465368414,29.7849524469061,29.7849524469061,-0.19459895308539257
Honduras,HND,Latin America & Caribbean,Lower middle income,2022,22.7228949598267,18100932228.1391,5.28022633112134,20848495253.9495,63.7042952449207,11.0882686679769,0.0653929634654205,384987119.080166,9510034771.45549,0.459834654381244,9771344488.63045,5.67887993944907,16.0617913930136,2.41292398026651,10.1247369852853,3.77714592246041,17.1083823924655,7.38332600289971,7.16938982772665,9.08963911525025,,,,,64.0,2.7,13336955013.3273,10640832398.812,6.59773248951396,42.4391817948962,22079730541.7809,16772445928.9239,8.50904533812221,70.2593431190701,-27.8201613241739,7831.91206310638,17951415579.448,16361949619.6682,5.89221286122947,57.1227381730412,9.31239503002736,9.31239503002736,-2.347531016801082
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2022,40.7897357639139,682880893265.953,14.8705435509303,890010191378.738,31.0999666327919,8.68477750812622,33.1779024510164,40387592545.5826,697582655398.215,32.6964853013148,928401724759.608,40.1302750703514,3.77389173083454,34.127375983385,,,,,,1.88136707196853,,,,,,4.0,697583336451.117,600248375039.637,-12.535159958133,194.486518007141,682906554458.791,590793089894.182,-12.2327138538442,190.394625216583,4.09189279055767,92656.119958605,326637950705.473,287998455092.771,-3.35826152447571,91.0667935459594,1.68864877684707,1.68864877684707,-0.9495090528686673
Hungary,HUN,Europe & Central Asia,High income,2022,30.9178684390396,168387689421.058,3.66326206493403,196018566756.013,31.6801660056527,9.99124659141234,-3.34640741916541,-4113798638.67223,158976821153.231,1.98445126585083,181745879760.077,29.2163549040284,18.1526372851136,-1.08324491969383,,,,,,14.6081439492433,5.68620088932256,40.1418236316037,19.3383582737061,15.3479877459376,89.0,3.1,158898663654.765,150694670274.263,10.6900618653908,89.7719474858873,168556471601.266,149519205997.363,10.9201141253419,95.2282566068112,-5.45630912092392,30478.9994246043,101981076009.528,92920497144.9366,7.40008373622167,57.6155871264755,13.9678909516068,14.1824695674628,-2.26316249947156
Iceland,ISL,Europe & Central Asia,High income,2022,36.0529656278961,13469269970.661,4.34863223030759,14569526196.0737,17.8727484494475,33.772764723843,0.849859264489789,1154426457.81802,13576552840.1005,3.32450575909733,14307563250.9509,27.2191899456774,40.8250932961513,4.74021987239207,,,,,,8.3087551155892,2.42559693338488,35.330882604515,12.692696544957,20.6267935239962,86.7333333333333,3.5,13632709461.7587,10302514459.1984,26.0664174474775,46.7416216665013,13505975928.2008,10700728151.0803,22.6213236461306,46.307098295,0.434523371501351,82549.2151527715,18795046066.5921,14374864252.2303,9.84332280997286,64.4414035899052,8.83174953432169,8.85115403013499,-3.8903606079022715
India,IND,South Asia,Lower middle income,2022,14.5307815370521,902304020924.927,4.65358720497817,971191396005.852,24.6138771190999,14.6351379060912,0.43430316091549,18702836367.7626,767643055702.076,3.4567762652987,794821399183.285,12.1320487760283,6.90442883672712,1.49248825904,16.0880024281421,0.290165865303009,8.26658065989597,2.25267551729205,2.21600015416022,6.69903414079852,0.890307670740716,32.5985062705735,3.95600534888668,6.49540036576092,87.7333333333333,3.5,778021514754.531,658219877493.124,10.3210083038716,23.2515412045298,897550749081.828,714786868774.639,8.92059786049835,26.8237289453584,-3.57218774082861,8687.93878401729,1663859377501.84,1459847106021.06,10.3270810085471,49.7252249980944,5.89714185891133,5.89714185891133,-1.0581850981245104
Indonesia,IDN,East Asia & Pacific,Upper middle income,2022,5.03162652436786,273030620694.043,9.93331384220418,315863905386.432,29.8509904394908,14.8691233147525,0.502980500452874,11630577024.7221,315745703464.521,4.85439040836079,323276095584.013,20.1477972767058,29.2196771901857,1.87264100861425,14.8529454097919,0.211383372860732,23.3261822398195,12.2858315180865,12.2507278882326,4.20946463714784,,,,,91.5666666666667,2.9,323218198016.355,259720301213.046,16.2315353961458,24.5029116862832,276506804558.242,232424157934.316,14.9956847171524,20.9617585096621,3.5411531766211,7730.2263977427,551264593933.444,509019163289.304,6.45380677532941,41.7909255847112,9.56898756346934,9.56898756346934,-1.369660508161376
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2022,,,,,,,0.0236595525796494,,,,,,,0.354893288694741,,,0.16238790229739,0.138825737452976,,43.4884641742179,,,,,29.4666666666667,2.1,108060448021.703,92197039077.1855,7.71443636725179,25.5666185174995,98698959864.911,64971086024.6813,8.76251963088102,23.3517323048057,2.21488621269383,19741.2217104472,191638884301.913,252706951080.715,1.16358106098644,45.3409025944645,51.0776555189838,51.0776555189838,
Iraq,IRQ,Middle East & North Africa,Upper middle income,2022,10.8850809165814,69161500000.0,15.1694408608917,71568900000.0,28.8847334660871,48.6544071705017,0.0829238086878284,-51500000.0,127078800000.0,0.166039406685853,128540000000.0,5.78702678769094,52.4518485720611,-0.726653366772653,0.898531505056791,2.19492617810862,3.61085455056792,3.56432973339038,3.29769160977128,4.99476596381044,,,,,64.5333333333333,2.2,127955205517.241,51491224837.0537,7.23225865465037,44.5259462145341,69638475862.069,78737177720.1325,27.9149306884994,24.2328478795559,20.2930983349783,16232.7029257032,95288954689.6552,101079115235.026,3.82489189578909,33.1587203052795,26.9416109492218,26.9416109492218,0.809577175460483
Ireland,IRL,Europe & Central Asia,High income,2022,140.519115050239,536882040970.645,9.62084018847268,869577324879.777,1.63589513664859,2.2370866766355,-1.53962869718639,-146145101782.714,763233489169.563,9.96988734032985,922961202364.544,2.06824192256131,1.80912923098026,-6.48790793588936,,,,,,7.82945736434105,1.34074061793319,26.2636704711662,6.00956216043042,14.9615808500445,96.3,3.6,764969597258.952,749644488805.56,12.0258124923669,139.505980538698,538742737109.535,516001239363.274,14.9700163245766,98.24943902068,41.2565415180178,129723.40494029,293426263900.488,257454967502.094,5.30149012446628,53.5115628227866,8.00407718550366,6.76287575128831,4.94827923870299
Isle of Man,IMN,Europe & Central Asia,High income,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7070826893.06818,6880113597.91735,-0.686112053306118,95.1498044284005,9.09647497931314,9.09647497931314,
Israel,ISR,Middle East & North Africa,High income,2022,25.1495385365438,153459500000.0,1.04607331392559,173801500000.0,23.6262888287066,18.1318669702563,2.0860046027153,-6160400000.0,164406800000.0,0.0542581437345409,183847700000.0,15.2352149507136,5.58847085217133,4.35725962102686,,,,,,4.41162725488371,1.23971649109599,31.9683265309442,12.2916893426057,13.1548576793707,90.9333333333333,3.8,164829782471.244,132397485648.426,9.44015003458833,31.3853280968641,153665466119.242,131968086860.872,12.1378301109584,29.2595245774311,2.12580351943302,76811.6618852939,369290071924.868,275931968528.717,6.61728492127153,70.3167224788312,4.93530364008762,4.93530364008762,-2.271255018311552
Italy,ITA,Europe & Central Asia,High income,2022,12.7457761707036,775518324492.453,10.7741888330891,861805672975.435,23.8165921586743,19.4202871082957,2.24599989500342,179117940575.515,737082855489.612,6.79887849774461,842692489733.971,11.460632231753,35.7401740505976,2.94181405797187,,,,,,8.20128991161718,1.50164160101089,23.5560657099633,10.9164548207133,2.92702264005306,93.0,3.8,738509644128.602,648510640670.422,9.87202560949538,35.0991400412578,776766269322.766,622238971567.167,12.8807757054004,36.9173622620119,-1.81822222075414,83105.5557641834,1359171351505.45,1343061068906.69,5.57501572772372,64.5973224396351,3.45535917134771,3.45535917134771,-0.6958141629684568
