"","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","i_cig","i_xm","i_xr","i_outlier","i_irr","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k"
"Aruba",4463.6103515625,4576.17724609375,0.107782,0.0485577397048473,NA,NA,3341.39038085938,4382.35205078125,4483.517578125,4612.1533203125,22781.564453125,0.00022352572705131,NA,NA,4369.31396484375,3338.09912109375,4356.61328125,22645.17578125,1.01312243938446,NA,NA,0.645106136798859,0.0416480265557766,0.0358430817723274,1.79,0.753994941711426,0.731422066688538,0.711022257804871,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.480756968259811,0.225699678063393,0.243718177080154,1.28150844573975,-1.23168325424194,0,0.822574987987068,0.658965201379115,0.618714311667227,0.485868185758591,0.492497354745865,0.663951337337494,0.472379565238953
"Angola",246795,219629.125,35.635029,16.6855297088623,2109.06,1.52565121650696,164650.03125,190853.296875,247397.25,225903.90625,696243,0.00851076561957598,0.499810844659805,0.395717889070511,221885.578125,164834.65625,190627.84375,692778.8125,1.01219856739044,1.00496304035187,1.09432411193848,0.223235100507736,0.279282599687576,0.0438253320753574,460.567511631462,0.462515473365784,0.457982808351517,0.501556992530823,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.574353396892548,0.115992955863476,0.15449646115303,0.410894185304642,-0.132505044341087,-0.123231962323189,0.514827049162405,0.429501513947131,0.268042866589502,0.544344007968903,0.356412261724472,0.267874747514725,0.93820595741272
"Anguilla",508.507751464844,330.097259521484,0.01418,NA,NA,NA,488.507690429688,655.308837890625,511.647735595703,309.9384765625,4090.87573242188,NA,NA,NA,335.644683837891,487.688934326172,650.981811523438,4071.75219726563,NA,NA,NA,NA,NA,0.025509025901556,2.7,0.796024739742279,0.760234117507935,1.25499773025513,"Extrapolated","Extrapolated","Market-based","Regular",NA,1.16782629489899,0.538175046443939,0.408317685127258,1.58733594417572,-2.7016544342041,-5.98919484673388e-07,0.895292085602378,0.655414618115539,0.512111049930968,0.617001414299011,0.492945224046707,0.544641494750977,NA
"Albania",45421.00390625,44123.26953125,2.827608,1.17305755615234,2160.98,3.0112419128418,39210.2734375,50137.45703125,45645.90625,43686.6875,253158.3125,0.00185392634011805,0.475973457098007,0.511917591094971,44350.1328125,39617.265625,50372.55859375,251677.203125,1.03656494617462,0.995818436145783,1.00042617321014,0.704890131950378,0.0477197654545307,0.028517359867692,113.041666666667,0.414667576551437,0.414415657520294,0.433001041412354,"Extrapolated","Extrapolated","Market-based","Regular","Outlier",0.704531013965607,0.250126212835312,0.193002671003342,0.155668199062347,-0.394002467393875,0.0906743556261063,0.465705529287622,0.413511769596236,0.228360191063987,0.625138998031616,0.454777866601944,0.279587090015411,0.273188501596451
"United Arab Emirates",876475,794277.1875,10.242086,6.12584590911865,2621.51,3.29919362068176,361007.09375,717330.0625,882097.375,812739.0625,5720709.5,NA,NA,NA,764424.125,359434.34375,681309.5,5716960,NA,NA,NA,NA,NA,0.0357818081974983,3.6725,0.763315856456757,0.569927930831909,0.618564963340759,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.349178493022919,0.438422322273254,0.0950072184205055,1.08592247962952,-0.959267616271973,-0.00926293525844812,0.746955711200695,0.373997752352695,0.823444117398832,0.56871235370636,0.517379939556122,0.23508195579052,NA
"Argentina",1276408.75,1256612.25,45.407904,22.083532333374,1528.56,3.14963102340698,1073467.5,1261727.25,1280552.125,1260669.75,4855723,0.0373814553022385,0.847752034664154,0.795128107070923,1238301.125,1077272.625,1263217.75,4829826,1.02495205402374,1.03932631015778,1.06953585147858,0.510082542896271,0.129524976015091,0.0374034941196442,130.61655,0.478954970836639,0.49415385723114,0.501947402954102,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.621120154857636,0.149333089590073,0.230385571718216,0.096124179661274,-0.093989796936512,-0.00297324010170996,0.528635626449204,0.580818965909823,0.345015780024028,0.688342690467835,0.609587550163269,0.372350424528122,0.752418339252472
"Armenia",53860.84375,55513.09375,2.880874,1.13889157772064,1976.38,3.16059851646423,43883.4765625,54617.71484375,54088.0859375,55391.74609375,248957.296875,0.00216241204179823,0.598663926124573,0.553191781044006,56437.58984375,44072.9375,54749.359375,248201.78125,1.04797101020813,1.06905281543732,1.00607478618622,0.508563578128815,0.113894574344158,0.0365468263626099,435.6661796523,0.349513411521912,0.360775887966156,0.352284967899323,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.617258489131928,0.193787723779678,0.174980014562607,0.115850053727627,-0.206149786710739,0.104273468255997,0.381952614549172,0.406818887929419,0.235081058899507,0.707554697990418,0.592548668384552,0.237365648150444,0.402347415685654
"Antigua and Barbuda",2410.33447265625,2512.48828125,0.09284,NA,NA,NA,1509.43579101563,2589.31591796875,2429.29565429688,2468.86865234375,19635.43359375,NA,NA,NA,2751.02270507813,1506.44567871094,2573.83081054688,19547.84375,NA,NA,NA,NA,NA,0.0276509299874306,2.7,0.817920565605164,0.768855690956116,0.756531894207001,"Extrapolated","Extrapolated","Market-based","Outlier",NA,0.392159074544907,0.437398821115494,0.219228565692902,0.0237188898026943,-0.487736433744431,0.415231078863144,0.972304735954162,0.700273708812319,0.541756060645423,1.06929326057434,0.798241674900055,0.468771904706955,NA
"Australia",1671658.625,1687121.125,26.200984,13.7700872421265,1587.71,3.62050604820251,1193635.25,1605979,1679426,1703845,7907751.5,0.0895627364516258,0.877721846103668,0.775302231311798,1696231.25,1192137.25,1598250.25,7862773.5,1.02710175514221,1.00551331043243,1.01406824588776,0.546087741851807,0.0558019317686558,0.0334764197468758,1.44166445896522,1.06907713413239,1.06044363975525,1.04524564743042,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.493047147989273,0.242007777094841,0.207506760954857,0.331658601760864,-0.276981234550476,0.0027609767857939,1.06716774704898,1.03545175044909,1.0736139293603,0.679725527763367,0.659288704395294,0.951635122299194,0.818891227245331
"Austria",585009.6875,580689.8125,9.064677,4.66247940063477,1436.87,3.43048191070557,398141.6875,592722.1875,588462,581060.3125,3212486.75,0.0357856713235378,0.917000830173492,0.876604437828064,581301.875,397344.4375,588524.4375,3198415.5,1.02353346347809,1.02490365505219,1.00987482070923,0.594138145446777,0.0503369718790054,0.0445028319954872,0.949623753156941,0.847198069095612,0.801706194877625,0.811918556690216,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.496396988630295,0.334871470928192,0.188801571726799,0.608813285827637,-0.668087124824524,0.0392037704586983,0.832277367002864,0.708622825834535,0.886427532083411,0.572448909282684,0.578102290630341,0.641293048858643,0.485440403223038
"Azerbaijan",266159.59375,214046.203125,10.295304,4.97591018676758,1790.37,NA,149362.671875,178833.015625,266880.78125,217383.6875,509415.53125,0.00726917618885636,NA,NA,208403.4375,149510.5,178380.109375,504591.75,1.01876890659332,NA,NA,0.392302095890045,0.22551417350769,0.0611092038452625,1.7,0.290219366550446,0.295290917158127,0.362527072429657,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.504081130027771,0.135568350553513,0.183011248707771,0.259252399206162,-0.121383108198643,0.0394700132310391,0.311857709998802,0.320994650067517,0.230619362332505,0.697040498256683,0.621301710605621,0.2161825299263,0.597727358341217
"Burundi",12282.87109375,13153.9423828125,13.321097,5.71780443191528,NA,1.46562254428864,13603.3994140625,14732.8408203125,12317.0966796875,13065.0166015625,29178.771484375,0.000340341153787449,0.214523211121559,0.226701840758324,13019.7978515625,13565.8369140625,14681.69921875,29043.12890625,1.02536618709564,0.977182745933533,0.990606486797333,0.606217503547669,0.0988619551062584,0.0405208319425583,2034.30663430472,0.343241661787033,0.355680018663406,0.335318773984909,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.766251802444458,0.0864477604627609,0.274956166744232,0.0442467853426933,-0.185499146580696,0.0135966278612614,0.365304570093719,0.505492059766146,0.28175646329573,0.646845400333405,0.53340345621109,0.293851107358933,0.459878385066986
"Belgium",707499.625,670287.125,11.64182,5.03521394729614,1589.98,3.16554522514343,483854.9375,722066.4375,711671.1875,665497.25,3910313.25,0.0414607860147953,0.914893209934235,0.930262804031372,669866.9375,483228.40625,716393.125,3893210.75,1.02536022663116,1.00572609901428,1.00612604618073,0.571623742580414,0.0736768990755081,0.0444447696208954,0.949623753156941,0.914021849632263,0.833866655826569,0.891722500324249,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.522547960281372,0.357945144176483,0.204509779810905,1.48138356208801,-1.56638634204865,0,0.873674805221536,0.671055323896277,1.01711363833549,0.573466897010803,0.550662100315094,0.560404002666473,0.556284606456757
"Benin",45480.24609375,46589.12890625,13.759501,4.22365379333496,NA,2.01414346694946,37880.13671875,49192.91015625,45706.8046875,46482.140625,139658.796875,0.00123077782336622,0.420700788497925,0.417247802019119,47177.37890625,37834.60546875,49278.6484375,138813.671875,1.11422252655029,0.977467060089111,0.985750675201416,0.617155015468597,0.0912270992994309,0.048658698797226,622.912348249567,0.327076435089111,0.381243407726288,0.374884188175201,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.688383519649506,0.243378892540932,0.126556098461151,0.0363052859902382,-0.148664638400078,0.0540408864617348,0.332434298985936,0.562618303661182,0.29793307530689,0.446568757295609,0.437660723924637,0.321571528911591,0.491767346858978
"Burkina Faso",53335.80078125,52484.3359375,22.509038,7.20431184768677,2354.26,1.34470093250275,46920.671875,54229.90625,53505.34375,52374.12890625,104767.828125,0.00125598255544901,0.447022289037704,0.433765828609467,51857.953125,46902.2421875,54236.46875,104358.2265625,1.05516922473907,0.978806853294373,1.02467179298401,0.425985455513001,0.23900842666626,0.0601930655539036,623.759700911182,0.33635488152504,0.351744651794434,0.35934191942215,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.69898384809494,0.139558091759682,0.196891143918037,0.134122222661972,-0.217043295502663,0.0474880002439022,0.328945959049418,0.450537328261871,0.362657313288956,0.591633796691895,0.466643422842026,0.266110569238663,0.780363857746124
"Bangladesh",1299698.625,1322660.875,169.384897,72.8205413818359,2376.93,2.1118311882019,1006473.25,1396543.5,1307345,1327167.875,5162544,NA,NA,NA,1314714.875,1004832.875,1390142,5132436.5,NA,NA,NA,NA,NA,0.0399690866470337,91.7454544396961,0.32162618637085,0.331133782863617,0.326187878847122,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.696536958217621,0.293911814689636,0.0618247240781784,0.0766212865710259,-0.111898519098759,-0.0169962476938963,0.323485371773714,0.355665631505093,0.300679852877845,0.544392168521881,0.522111296653748,0.211479172110558,NA
"Bulgaria",205298.234375,190510.0625,6.825864,3.33363175392151,1618.99,3.24076652526855,162930.953125,203799.265625,206095.234375,188591.5625,524815.625,0.00511813769116998,0.84441202878952,0.855143427848816,190068.8125,162289.59375,202725.796875,521977.09375,1.02843451499939,1.01087820529938,1.02830386161804,0.516510665416718,0.177206113934517,0.0556393824517727,1.86014166666667,0.423291474580765,0.439162254333496,0.479922086000443,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.585674941539764,0.2167027592659,0.278260618448257,0.389603912830353,-0.572662711143494,0.102420449256897,0.474618109728453,0.502434848468648,0.315260627507221,0.654640018939972,0.521873772144318,0.356420695781708,0.775712966918945
"Bahrain",92200.40625,91651.6875,1.533459,0.732841610908508,2060.25,2.82015657424927,45299.01171875,68597.2890625,92629.9296875,91201.484375,488150.375,0.0049168523401022,0.741710960865021,0.522810280323029,87633.0859375,45410.23828125,68421.3359375,485887.78125,1.04966974258423,0.995170056819916,1.00139892101288,0.2935651242733,0.148663997650146,0.0338186100125313,0.376,0.514742195606232,0.479019492864609,0.486522167921066,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.329010128974915,0.25545945763588,0.167681485414505,0.423184812068939,-0.521129786968231,0.345793902873993,0.565087748720835,0.409563598379546,0.415958500958897,0.553195178508759,0.52983546257019,0.294020861387253,0.578392505645752
"Bahamas",13753.794921875,13552.5986328125,0.397538,0.20679934322834,NA,NA,10664.3896484375,13983.55078125,13822.55859375,13448.005859375,80090.9609375,0.000758643785957247,NA,NA,11903.6240234375,10533.0986328125,13832.4912109375,79793.640625,1.0117689371109,NA,NA,0.397210270166397,0.117226175963879,0.0400300323963165,1,0.977294266223908,0.950358331203461,0.976827740669251,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.558109283447266,0.246814340353012,0.234899699687958,0.569499492645264,-0.64087700843811,0.0315541811287403,1.15578115556705,0.863813613686099,0.553218913607914,0.676267147064209,0.666795492172241,0.634129345417023,0.946971714496613
"Bosnia and Herzegovina",64700.7890625,60720.46875,3.204802,0.707092523574829,2129.88,NA,50075.96875,64562.80859375,64999.4140625,60275.875,178280.828125,0.00172737101092935,NA,NA,57405.04296875,50036.30859375,64300.734375,177469.40625,1.03795683383942,NA,NA,0.671102285385132,0.112953670322895,0.057591874152422,1.85932587706093,0.374402225017548,0.377459794282913,0.407039552927017,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.592650830745697,0.240342244505882,0.238128766417503,0.343911170959473,-0.502450466156006,0.0874174535274506,0.40898376396717,0.388028787212021,0.288336281680568,0.486189723014832,0.398157328367233,0.263361930847168,0.42382687330246
"Belarus",250085.40625,245962.328125,9.173237,4.03656673431397,1853.34,NA,186602.265625,231591.625,251026.96875,245272.25,1390005.625,0.0120078129693866,NA,NA,247916.3125,186390.796875,229008.484375,1381766.625,0.998592853546143,NA,NA,0.569543778896332,0.0664665400981903,0.0441152416169643,2.6261,0.279360771179199,0.293893367052078,0.300788879394531,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.51250284910202,0.183426216244698,0.248293653130531,0.227633237838745,-0.284728467464447,0.112872570753098,0.31358698325006,0.354170188983988,0.208714432496581,0.654851675033569,0.560986161231995,0.202385127544403,0.239943191409111
"Belize",4997.38818359375,4820.23193359375,0.402733,0.17706623673439,NA,2.89482998847961,3979.05200195313,5074.478515625,5019.7109375,4793.6142578125,13466.5576171875,NA,NA,NA,4723.9658203125,3974.81665039063,5053.20361328125,13401.1630859375,NA,NA,NA,NA,NA,0.0526478216052055,2,0.567841410636902,0.565698444843292,0.592380344867706,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.64683598279953,0.228517904877663,0.183237463235855,0.592683374881744,-0.672268927097321,0.0209942236542702,0.583604751613399,0.557914378390124,0.512196125537753,0.521797716617584,0.488138824701309,0.410090714693069,NA
"Bermuda",5937.1767578125,3899.64428710938,0.064749,0.0358003489673138,NA,NA,3551.36157226563,4356.54296875,5954.83984375,3793.427734375,12567.009765625,0.000125979364383966,NA,NA,4245.775390625,3547.09008789063,4342.57861328125,12597.6005859375,1.01339519023895,NA,NA,0.586310386657715,0.194943070411682,0.0564433112740517,1,1.33462870121002,1.31455755233765,2.06356382369995,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.744230806827545,0.212256908416748,0.191957175731659,0.0137972151860595,-0.57320362329483,0.41096156835556,1.34650502746185,1.22603124450865,1.28858336296941,0.526185750961304,0.525883734226227,1.03623986244202,2.33215880393982
"Bolivia (Plurinational State of)",115695.6796875,114239.1328125,12.077154,6.4531102180481,1977.15,3.05485272407532,100441.75,119082.7421875,116141.1328125,114655.6796875,343469.46875,0.003821877297014,0.400580137968063,0.389894515275955,114751.71875,100315.328125,118639.984375,341971.90625,1.02624499797821,1.00246381759644,0.991553962230682,0.498441219329834,0.192263424396515,0.0668200477957726,6.91,0.376438319683075,0.37892073392868,0.383829951286316,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.729570925235748,0.162582352757454,0.14645853638649,0.17798076570034,-0.190481498837471,-0.0261110477149487,0.351574086753376,0.392296608803611,0.500297343783311,0.608883798122406,0.567346513271332,0.227913185954094,0.523977637290955
"Brazil",3816818.75,3813928.5,210.306415,97.9345245361328,1999.69,3.29099345207214,3072691.25,3815545.5,3832618.25,3826745.25,16855904,0.16331347823143,0.499757349491119,0.466971307992935,3781830.25,3067572,3799397.25,16772648,1.0239976644516,0.969752252101898,0.971360623836517,0.511414289474487,0.126551434397697,0.0486757643520832,5.16397029102111,0.517513930797577,0.509292542934418,0.510074198246002,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.633772909641266,0.194121688604355,0.169178649783134,0.150246247649193,-0.147319540381432,0,0.50755353326137,0.475286084309305,0.554827273039019,0.666449010372162,0.664265334606171,0.294919639825821,0.529803454875946
"Barbados",5040.2314453125,2786.0537109375,0.282318,0.126126572489738,NA,2.86182856559753,4126.21240234375,5347.216796875,5065.03857421875,2619.68383789063,26523.5,0.000237543834373355,0.286012142896652,0.547100722789764,3104.06958007813,4130.4658203125,5326.23876953125,26402.109375,1.01840329170227,1.14511954784393,1.11437749862671,0.750565946102142,0.0592590309679508,0.0344401076436043,2,1.34209334850311,1.23539113998413,2.38857221603394,"Extrapolated","Extrapolated","Market-based","Regular","Regular",1.25344407558441,0.466088533401489,0.321636199951172,0.260339111089706,-1.48524010181427,0.183732137084007,1.45745117531367,0.874805912237526,0.892533765520932,0.589006423950195,0.488317459821701,0.632427990436554,0.596118271350861
"Brunei Darussalam",43884.44921875,37593.4921875,0.45537,0.210515528917313,NA,2.84965920448303,20351.814453125,30508.251953125,44067.6171875,38533.02734375,285264.6875,NA,NA,NA,36952.0078125,20372.845703125,30243.138671875,283982.75,NA,NA,NA,NA,NA,0.0441370196640492,1.37895639652216,0.355563670396805,0.378544002771378,0.432915180921555,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.225464388728142,0.263577461242676,0.302701056003571,0.648051917552948,-0.489441961050034,0.0496470332145691,0.446525412744339,0.424592752031807,0.287811594937424,0.577102839946747,0.535875558853149,0.246068090200424,NA
"Bhutan",9853.947265625,10630.6806640625,0.780914,0.331464380025864,NA,NA,9375.2734375,13343.4599609375,9915.3671875,10644.6943359375,76389.8359375,NA,NA,NA,11358.353515625,9472.365234375,13743.6806640625,76447.546875,NA,NA,NA,NA,NA,0.0468338504433632,78.6044905829916,0.243582233786583,0.292296558618546,0.272269725799561,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.519806623458862,0.372785419225693,0.360939562320709,0.0311199817806482,-0.106644615530968,-0.178006991744041,0.302632337381334,0.407389456581904,0.158541293625659,0.487823903560638,0.570571899414063,0.220420956611633,NA
"Botswana",46793.45703125,43226.51953125,2.439892,1.00588691234589,2277.15,3.02385544776917,34421.80859375,44762.81640625,46992.02734375,43093.4609375,189446.953125,0.00149364664684981,0.598887324333191,0.582982361316681,43351.28515625,34404.73828125,44421.31640625,188664.5625,1.04332339763641,1.03679037094116,0.984135508537293,0.277960985898972,0.204409524798393,0.0407285578548908,12.3688083333333,0.404208242893219,0.432455450296402,0.471578687429428,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.433419406414032,0.239966973662376,0.365351647138596,0.252178728580475,-0.329231590032578,0.0383148677647114,0.441510708882077,0.526481052683865,0.359956065423149,0.687548279762268,0.513567805290222,0.315795004367828,0.891274631023407
"Central African Republic",5707.50390625,5923.80126953125,5.098039,1.7447372674942,NA,1.59233725070953,6215.68701171875,7516.47314453125,5735.89404296875,5912.00390625,46029.9453125,0.000439979805378243,0.213741391897202,0.254666656255722,5982.07666015625,6288.65771484375,7560.14892578125,45814.42578125,1.01560890674591,0.989105999469757,1.00049710273743,0.164315789937973,0.1140111759305,0.0338642708957195,623.759700911182,0.409420847892761,0.415387481451035,0.403013736009598,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.807103276252747,0.220024570822716,0.244263902306557,0.0142378443852067,-0.125379100441933,-0.160250455141068,0.456559029838199,0.443898498830312,0.253665633975625,0.53367555141449,0.543326258659363,0.256986767053604,0.410579383373261
"Canada",2183895.5,2137410.75,38.821259,19.6082496643066,1724.11,3.75202083587647,1632672.125,2191033,2194436.25,2148346,10417032,0.105628564953804,0.830101490020752,0.793378114700317,2142998.75,1630697.625,2180307.5,10370393,1.02421939373016,1.00102639198303,1.01441776752472,0.628219187259674,0.0500045418739319,0.0341237150132656,1.30155477474355,0.986048877239227,0.984983384609222,1.00611519813538,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.549688577651978,0.259902715682983,0.21027846634388,0.384970188140869,-0.39795857667923,-0.00688133528456092,0.98452558800172,0.981867730138569,0.990031006132138,0.699423134326935,0.655277490615845,0.871945440769196,0.690225064754486
"Switzerland",733504.375,799991.25,8.792182,5.13960933685303,1536.15,3.73337984085083,380733.40625,636413.1875,738117.125,810529.9375,3678408.5,0.0477463789284229,1.01560342311859,0.747305929660797,794443.3125,379676.0625,633223.875,3673966,1.01719832420349,1.00999534130096,1.00381970405579,0.640687942504883,0.0514868907630444,0.0534118711948395,0.9548325,1.33620035648346,1.1224627494812,1.02218186855316,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.394224971532822,0.3154476583004,0.0755089744925499,0.806590974330902,-0.653075397014618,0.0613027587532997,1.29859406637728,0.804185257695288,1.53253927564917,0.626422226428986,0.653958678245544,0.792030036449432,0.565668106079102
"Chile",531254.625,512890.28125,19.553036,8.07152366638184,1962.64,3.21398735046387,427830.6875,554863.5625,533740.375,512517.5625,1950528,0.011958971619606,0.891753673553467,0.904746055603027,514851.0625,426116.09375,551083.5625,1939398,1.04246437549591,0.955251455307007,0.957232236862183,0.440223604440689,0.108980104327202,0.0425509959459305,873.314189543014,0.553411185741425,0.566036462783814,0.589475512504578,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.623810350894928,0.247860506176949,0.210952609777451,0.266993969678879,-0.322960197925568,-0.0266572013497353,0.60188093300147,0.608556904552097,0.410080736659411,0.70462703704834,0.60610032081604,0.496239006519318,1.28300523757935
"China",29195480,29426844,1425.179569,744.443420410156,2339.3,2.74130630493164,15343574,28414422,29418116,29741550,160475744,1.47330665588379,0.474106669425964,0.424478143453598,29499014,15324135,28188800,159623808,1.0718320608139,0.995394468307495,0.993802666664124,0.561180591583252,0.07435292750597,0.0496898144483566,6.73715811237119,0.622825622558594,0.607849419116974,0.601239144802094,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.38683295249939,0.4394810795784,0.129063963890076,0.187889471650124,-0.127497375011444,-0.0157701186835766,0.581166070924546,0.59026911513593,0.747688350163023,0.628754615783691,0.691320657730103,0.395418733358383,0.483210891485214
"Côte d'Ivoire",172445.15625,175717.203125,30.395002,11.4113931655884,2100.23,1.73017752170563,142747.28125,180816.40625,173232.40625,176305.625,431174.53125,0.00358838029205799,0.691431403160095,0.664545655250549,177907.28125,142349.703125,179856.96875,428879.875,1.1021808385849,0.977072894573212,0.969403386116028,0.331920176744461,0.312750190496445,0.0564171746373177,623.759700911182,0.383563071489334,0.405080914497376,0.398019880056381,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.674501121044159,0.215926855802536,0.135157033801079,0.188428893685341,-0.170355379581451,-0.0436584688723087,0.394951854330092,0.48576609397783,0.326727408916638,0.481532871723175,0.532902538776398,0.281673043966293,1.18531560897827
"Cameroon",131809.6875,133903.8125,27.632771,9.46222591400147,2177.28,1.93028342723846,117330.3671875,135757.625,132261.515625,134013.71875,306079.15625,0.00282426062040031,0.481808066368103,0.457396954298019,133290.046875,117598.0078125,136215.15625,304295.59375,1.05010318756104,0.977465510368347,0.981745362281799,0.64359712600708,0.112608283758163,0.0456701889634132,623.759700911182,0.315740913152695,0.335299432277679,0.330915421247482,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.732837200164795,0.137502759695053,0.142672926187515,0.064454659819603,-0.107116103172302,0.029648570343852,0.329763872929954,0.459832739690777,0.243712127225005,0.488802671432495,0.467380613088608,0.283732295036316,0.507733523845673
"D.R. of the Congo",122168.015625,107168.1015625,102.396968,32.7186622619629,1837.25,1.8225005865097,98348.03125,126260.28125,122708.25,107034.859375,268696.28125,NA,NA,NA,111155.7265625,97052.03125,123587.578125,273132.625,NA,NA,NA,NA,NA,0.0321177467703819,2006.70821944055,0.583511054515839,0.506348192691803,0.580494105815888,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.745798647403717,0.260777235031128,0.173042505979538,0.18181811273098,-0.284451633691788,-0.076984815299511,0.641694405467011,0.234466883501141,0.332745842831728,0.713196218013763,0.357833504676819,0.140279486775398,NA
"Congo",42407.6484375,37893.5234375,6.035104,2.04429697990418,2534.62,2.17317295074463,22980.810546875,30416.818359375,42544.3671875,38934.71875,299063.09375,NA,NA,NA,37073.15625,23201.212890625,30847.85546875,297448.90625,NA,NA,NA,NA,NA,0.0372614786028862,623.759700911182,0.273526728153229,0.32759901881218,0.357970833778381,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.382071197032928,0.190986528992653,0.20816832780838,0.473344206809998,-0.25457027554512,1.14979748812305e-13,0.311107353527627,0.494708229636745,0.204551399167707,0.527241885662079,0.579505920410156,0.311079621315002,NA
"Colombia",898693.5,903032.4375,51.737944,22.1632251739502,2503.57,2.6601254940033,812484.4375,970769.3125,902125.0625,904721.625,2985489.25,0.027653930708766,0.606426417827606,0.609794676303864,899044.75,816932.3125,974193.375,2970245.75,1.03274667263031,1.00089430809021,1.02790582180023,0.474141001701355,0.136901035904884,0.0379018001258373,4256.19416666667,0.373452812433243,0.382795989513397,0.381697416305542,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.688378989696503,0.174954265356064,0.209670096635818,0.108116216957569,-0.158549055457115,-0.0225705578923225,0.409582897374766,0.430755160150202,0.254832195120785,0.550284743309021,0.504093885421753,0.325826793909073,0.595771551132202
"Comoros",2845.033203125,2926.04956054688,0.834188,0.267612248659134,NA,NA,3068.939453125,3486.37622070313,2855.75073242188,2896.15209960938,16621.181640625,NA,NA,NA,2983.04760742188,3072.48583984375,3481.76147460938,16544.294921875,NA,NA,NA,NA,NA,0.0301744751632214,467.184261187176,0.465254783630371,0.453498989343643,0.447172671556473,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.873268306255341,0.144134983420372,0.186392709612846,0.109933741390705,-0.334947913885117,0.0212181657552719,0.516193601486279,0.367071940372906,0.226601376327797,0.519145667552948,0.493531703948975,0.23476405441761,NA
"Cabo Verde",4702.04345703125,4737.8876953125,0.519741,0.208777323365212,NA,NA,4702.669921875,5502.31298828125,4722.6015625,4655.02734375,23248.142578125,0.000273974204901606,NA,NA,4972.349609375,4793.9853515625,5503.9716796875,23125.263671875,1.00752174854279,NA,NA,0.626130104064941,0.0236677918583155,0.0369335785508156,104.863065846367,0.462902784347534,0.487811207771301,0.494892507791519,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.686754047870636,0.171780496835709,0.323480546474457,0.0236982200294733,-0.363845854997635,0.158132523298264,0.52874396827577,0.634296760354662,0.323120955957182,0.488119781017303,0.471446692943573,0.438369303941727,0.285218119621277
"Costa Rica",122763.4765625,124281.6015625,5.081765,2.23018026351929,2155.99,2.70455527305603,98657.625,121436.0546875,123252.6875,123833.7890625,416184.59375,0.00376783637329936,0.749391436576843,0.688686311244965,125864.5390625,98599.75,121106.171875,413985.25,1.03376376628876,0.983364820480347,0.951468348503113,0.517000079154968,0.177438005805016,0.0498350523412228,647.135817631363,0.563280045986176,0.561802089214325,0.559165894985199,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.588923633098602,0.183943584561348,0.207770213484764,0.203938171267509,-0.300147473812103,0.115571811795235,0.615823886672531,0.555401122889199,0.414344732829235,0.576065301895142,0.579261541366577,0.351023286581039,0.80531919002533
